Case_Source_ID,Case_ID,Initiative_ID,Sort_Order,Label,Source_URL,Source_Host
CASE-0053-S01,CASE-0053,INIT-0053,1,"Source: Whitbread PLC, Sustainability Report 2025/26, published 29 April 2026 (official, first-party, dated)",https://cdn.whitbread.co.uk/media/2026/05/Whitbread-PLC-Sustainability-Report-2025_26.pdf,cdn.whitbread.co.uk
CASE-0053-S02,CASE-0053,INIT-0053,2,"Source: Process and Control Today, 'Getting started with voltage optimisation' (trade press citing supplier material, unofficial; source of the Kinnertons result and the voltage-independent share)",https://www.pandct.com/news/getting-started-with-voltage-optimisation-the-energy-saving-technology-youre-not-totally-aware-of,pandct.com
CASE-0054-S01,CASE-0054,INIT-0054,1,Sources,https://theenergyst.com/marstons-to-put-fully-funded-solar-on-120-pub-rooftops/,theenergyst.com
CASE-0054-S02,CASE-0054,INIT-0054,2,,https://www.energy-box.com/post/marston-s-inks-5-4m-deal-to-install-solar-panels-on-120-pub-rooftops,energy-box.com
CASE-0054-S03,CASE-0054,INIT-0054,3,"Source: Whitbread PLC, Sustainability Report 2025/26, published 29 April 2026 (official, first-party, dated; source of the REGO definition)",https://cdn.whitbread.co.uk/media/2026/05/Whitbread-PLC-Sustainability-Report-2025_26.pdf,cdn.whitbread.co.uk
CASE-0054-S04,CASE-0054,INIT-0054,4,"EDF, 'EDF and Whitbread Group PLC agree a 3-year clean renewable energy partnership' (supplier press release announcing a joint agreement - semi-official)",https://www.edfenergy.com/media-centre/edf-and-whitbread-group-plc-agree-3-year-clean-renewable-energy-partnership,edfenergy.com
CASE-0055-S01,CASE-0055,INIT-0055,1,"Source: NESO (National Energy System Operator, EMR Delivery Body), Capacity Market auction results (official, first-party auctioneer)",https://www.neso.energy/what-we-do/energy-markets/electricity-market-reform-emr-delivery-body/capacity-market,neso.energy
CASE-0055-S02,CASE-0055,INIT-0055,2,"Osborne Clarke, 'T-1 Capacity Market auction results published', March 2026 (law firm commentary reporting NESO published results; source of the 25% demand-side response share)",https://www.osborneclarke.com/insights/energy-transition-t-1-capacity-market-auction-results-published,osborneclarke.com
CASE-0056-S01,CASE-0056,INIT-0056,1,"Source: Fuller, Smith & Turner P.L.C., Journey to Net Zero (official, first-party company website; confirmed live August 2026)",https://www.fullers.co.uk/corporate/sustainability/planet/journey-to-net-zero,fullers.co.uk
CASE-0056-S02,CASE-0056,INIT-0056,2,"Source: Punch Pubs & Co, Sustainability: Planet (official, first-party; confirmed live August 2026, claims verified against page text)",https://www.punchpubs.com/sustainability/planet/,punchpubs.com
CASE-0057-S01,CASE-0057,INIT-0057,1,"Source: Stonegate Group, FY25 circular economy and sustainability release (official, first-party; confirmed live August 2026)",https://www.stonegategroup.co.uk/press/uks-largest-pub-company-removes-over-90000-single-use-bottles-from-its-waste-stream-as-part-of-circular-economy-drive/,stonegategroup.co.uk
CASE-0057-S02,CASE-0057,INIT-0057,2,"Sources: Whitbread PLC, Sustainability Report 2025/26, published 29 April 2026 (official, first-party, dated)",https://cdn.whitbread.co.uk/media/2026/05/Whitbread-PLC-Sustainability-Report-2025_26.pdf,cdn.whitbread.co.uk
CASE-0057-S03,CASE-0057,INIT-0057,3,"Whitbread PLC, ESG Report 2024/25 (official, first-party; source of the 2024/25 HVAC and refrigeration control measures)",https://cdn.whitbread.co.uk/media/2025/05/Whitbread-PLC-Environmental-Social-and-Governance-Report-2024-25.pdf,cdn.whitbread.co.uk
CASE-0058-S01,CASE-0058,INIT-0058,1,"Source: Punch Pubs & Co, Sustainability: Planet (official, first-party; confirmed live August 2026, claims verified against page text)",https://www.punchpubs.com/sustainability/planet/,punchpubs.com
CASE-0058-S02,CASE-0058,INIT-0058,2,"Source: Whitbread PLC, Sustainability Report 2025/26, published 29 April 2026 (official, first-party, dated)",https://cdn.whitbread.co.uk/media/2026/05/Whitbread-PLC-Sustainability-Report-2025_26.pdf,cdn.whitbread.co.uk
CASE-0059-S01,CASE-0059,INIT-0059,1,"Sources: DESNZ, 'Heat Network Zoning: government response to the 2023 consultation', January 2026 (official, first-party; two SIs anticipated Spring 2026, developer-triggered connection requirement, 100 MWh equivalent to a medium-large office block, 7% of England heat demand / 27 TWh by 2035)",https://assets.publishing.service.gov.uk/media/6970ad6dec1d126584b9ef20/heat-network-zoning-government-response-to-2023-consultation.pdf,assets.publishing.service.gov.uk
CASE-0059-S02,CASE-0059,INIT-0059,2,"DESNZ, Heat network zoning flyer, January 2026 (official; source of the 100 MWh threshold, the three building categories and exemptions)",https://assets.publishing.service.gov.uk/media/69691f66cbe2202b3842486f/heat-network-zoning-flyer.pdf,assets.publishing.service.gov.uk
CASE-0059-S03,CASE-0059,INIT-0059,3,"Sources: Ofgem, 'Heat networks regulation: authorisation conditions' decision, 13 January 2026 (official regulator, first-party; commencement notice confirming the conditions come into force 27 January 2026)",https://www.ofgem.gov.uk/sites/default/files/2026-01/Heat-networks-regulation-authorisation-conditions-decision.pdf,ofgem.gov.uk
CASE-0059-S04,CASE-0059,INIT-0059,4,"Ofgem, 'Countdown to the launch of new regulatory rules for heat networks' (official regulator, first-party; Great Britain scope and the 27 January 2026 launch date)",https://www.ofgem.gov.uk/blog/countdown-launch-new-regulatory-rules-heat-networks,ofgem.gov.uk
CASE-0059-S05,CASE-0059,INIT-0059,5,"Ofgem, 'Heat networks registration' guidance, 23 January 2026 (official regulator, first-party; deemed authorisation and the 26 January 2027 registration deadline)",https://www.ofgem.gov.uk/sites/default/files/2026-01/Heat%20networks%20registration%20guidance.pdf,ofgem.gov.uk
CASE-0059-S06,CASE-0059,INIT-0059,6,"The Heat Networks (Market Framework) (Great Britain) (Amendment) Regulations 2026, SI 2026/7 (official statute, legislation.gov.uk; extends authorisation conditions, disproportionate-charges methods, and confirms the amendment is concurrent with rather than subsequent to the 27 January 2026 launch. NOTE the parent instrument is the 2025 Regulations, not the 2026 Amendment)",https://www.legislation.gov.uk/uksi/2026/7/made,legislation.gov.uk
CASE-0060-S01,CASE-0060,INIT-0060,1,"Sources: Green Gas Certification Scheme, Certificates and Additionality pages (scheme operator - authoritative primary source for UK green gas certification, certificate prices and the Production Support label)",https://www.greengas.org.uk/certificates,greengas.org.uk
CASE-0060-S02,CASE-0060,INIT-0060,2,,https://www.greengas.org.uk/certificates/additionality,greengas.org.uk
CASE-0060-S03,CASE-0060,INIT-0060,3,"Green Gas Certification Scheme, Emissions Reporting (scheme operator; the scheme does not determine the validity of emissions claims)",https://www.greengas.org.uk/certificates/emissions-reporting,greengas.org.uk
CASE-0060-S04,CASE-0060,INIT-0060,4,"Green Gas Certification Scheme, SBTi FAQ on market-based reporting (scheme operator relaying the SBTi position)",https://www.greengas.org.uk/news/sbti-faq-on-market-based-reporting,greengas.org.uk
CASE-0060-S05,CASE-0060,INIT-0060,5,"GHG Protocol, 'Interim Update on Accounting for Biomethane Certificates' (primary standard-setter; confirms no definitive guidance currently exists)",https://ghgprotocol.org/blog/interim-update-accounting-biomethane-certificates,ghgprotocol.org
CASE-0060-S06,CASE-0060,INIT-0060,6,"Sources: Suffolk County Council, 'All Suffolk food waste to be processed in the county', 28 July 2025 (public authority, first-party to the contract)",https://www.suffolk.gov.uk/council-and-democracy/council-news/all-suffolk-food-waste-to-be-processed-in-the-county,suffolk.gov.uk
CASE-0060-S07,CASE-0060,INIT-0060,7,"Bio Capital, 'Green light for Suffolk AD facility', 26 June 2025 (project partner, first-party; planning approval, 49,000 t/yr, estimated 34,000 tCO2e)",https://bio-capital.co.uk/suffolk-ad-facility-approved/,bio-capital.co.uk
CASE-0060-S08,CASE-0060,INIT-0060,8,"letsrecycle.com, 'Anaerobic digestion plant operator exits Suffolk food waste deal', June 2026 (trade press carrying the council's direct statement)",https://www.letsrecycle.com/news/anaerobic-digestion-plant-operator-exits-suffolk-food-waste-deal/,letsrecycle.com
CASE-0060-S09,CASE-0060,INIT-0060,9,"East Anglian Daily Times, 'Suffolk food waste deal and Reydon plant plan collapses', June 2026 (local press; GBP 20m scheme, 2017 closure after becoming loss-making)",https://www.eadt.co.uk/news/26167278.suffolk-food-waste-deal-reydon-plant-plan-collapses/,eadt.co.uk
CASE-0060-S10,CASE-0060,INIT-0060,10,"DESNZ, 2025 Government Greenhouse Gas Conversion Factors, Methodology Paper (official; natural gas emissions factor used in the cost-per-tonne calculation)",https://assets.publishing.service.gov.uk/media/6846b0870392ed9b784c0187/2025-GHG-CF-methodology-paper.pdf,assets.publishing.service.gov.uk
CASE-0061-S01,CASE-0061,INIT-0061,1,"Source: Whitbread PLC, Sustainability Report 2025/26, published 29 April 2026 (official, first-party, dated)",https://cdn.whitbread.co.uk/media/2026/05/Whitbread-PLC-Sustainability-Report-2025_26.pdf,cdn.whitbread.co.uk
CASE-0061-S02,CASE-0061,INIT-0061,2,"Sources: Lawrence Berkeley National Laboratory, 'Assessing the Costs and Benefits of the Superior Energy Performance Program' (primary government-laboratory study, nine certified facilities)",https://www.aceee.org/files/proceedings/2013/data/papers/5_030.pdf,aceee.org
CASE-0061-S03,CASE-0061,INIT-0061,3,"LBNL Energy Technologies Area, 'Superior Energy Performance Program Demonstrates 1.7-Year Payback' (first-party laboratory summary of the study above)",https://eta.lbl.gov/news/57582/superior-energy-performance-pro,eta.lbl.gov
CASE-0061-S04,CASE-0061,INIT-0061,4,"US DOE / LBNL, 50001 Ready programme (official programme page; c.4% annual savings sustained over a decade)",https://50001ready.lbl.gov/,50001ready.lbl.gov
CASE-0062-S01,CASE-0062,INIT-0062,1,"Sources: BEAMA, 'Guide to Power Factor Correction' (trade association primary)",https://www.beama.org.uk/static/uploaded/080037a7-4dd8-4776-a6a5abb0988269ba.pdf,beama.org.uk
CASE-0062-S02,CASE-0062,INIT-0062,2,"BEAMA, 'Power Factor Correction' (trade association primary)",https://www.beama.org.uk/static/uploaded/efbbfc81-0d8f-4947-9bde5b5a3366d1b4.pdf,beama.org.uk
CASE-0062-S03,CASE-0062,INIT-0062,3,"Source: Energy Advice Hub, 'Power Factor Correction' technology guidance (independent industry guidance, not a supplier)",https://energyadvicehub.org/carbon-reduction-glossary/power-factor-correction/,energyadvicehub.org
CASE-0062-S04,CASE-0062,INIT-0062,4,"Source: Emissis, 'Case Study - National Hotel Chain (U.K.)', published December 2025 (SUPPLIER-AUTHORED MARKETING DOCUMENT, operator anonymous)",https://emissis.com/wp-content/uploads/2025/12/New-CASE-STUDY-National-Hotel-Chain-U.K.-Final.pdf,emissis.com
CASE-0063-S01,CASE-0063,INIT-0063,1,"Sources: Whitbread PLC, Sustainability Report 2025/26, published 29 April 2026 (official, first-party, dated - current vintage)",https://cdn.whitbread.co.uk/media/2026/05/Whitbread-PLC-Sustainability-Report-2025_26.pdf,cdn.whitbread.co.uk
CASE-0063-S02,CASE-0063,INIT-0063,2,"Whitbread PLC, ESG Report 2024/25 (official, first-party - superseded for BREEAM counts, retained only for the restatement comparison)",https://cdn.whitbread.co.uk/media/2025/05/Whitbread-PLC-Environmental-Social-and-Governance-Report-2024-25.pdf,cdn.whitbread.co.uk
CASE-0063-S03,CASE-0063,INIT-0063,3,"BRE / BREEAM, 'Delivering Sustainable Buildings: Savings and Payback - Office Case Study for BREEAM UK New Construction 2018', Christopher Ward (BRE) and Adam Mactavish (Currie & Brown), (c) BRE Global Ltd 2020 (scheme owner primary, first-party)",https://files.bregroup.com/breeam/briefingpapers/Delivering-Sustainable-Buildings-Savings-and-Payback-Office-Case-Study-BREEAM-NC-2018_BREEAM_BRE_115359_BriefingPaper.pdf,files.bregroup.com
CASE-0063-S04,CASE-0063,INIT-0063,4,"BRE / BREEAM, 'Briefing Paper: The Value of BREEAM', November 2016 (scheme owner primary)",https://files.bregroup.com/breeam/briefingpapers/BREEAM-Briefing-Paper----The-Value-of-BREEAM--November-2016----123864.pdf,files.bregroup.com
CASE-0063-S05,CASE-0063,INIT-0063,5,"Faithful+Gould, 'BREEAM: why we need to change our perception of what it costs' (cost consultancy, third-party professional view)",https://www.fgould.com/worldwide/articles/breeam-why-we-need-change-our-perception/,fgould.com
CASE-0063-S06,CASE-0063,INIT-0063,6,"Designing Buildings, 'BREEAM value increases while costs reduce' (industry wiki summarising BRE and third-party research; source of the 2005 7% figure, the DLA Piper finding and the green bond)",https://www.designingbuildings.co.uk/wiki/BREEAM_value_increases_while_costs_reduce,designingbuildings.co.uk
CASE-0063-S07,CASE-0063,INIT-0063,7,"Source: Level Workspace, UK green certification comparison (third-party commercial site aggregating cited research - verify individual studies before external quotation)",https://www.levelworkspace.com/post/green-building-certifications-uk-guide,levelworkspace.com
CASE-0063-S08,CASE-0063,INIT-0063,8,"Sources: McDonald's UK, 'Market Drayton' - Our Plan for Change (official, first-party)",https://www.mcdonalds.com/gb/en-gb/our-plan-for-change/great-restaurants/market-drayton.html,mcdonalds.com
CASE-0063-S09,CASE-0063,INIT-0063,9,"McDonald's UK, 'UK Net Zero Carbon' newsroom release, 10 December 2021 (official, first-party)",https://www.mcdonalds.com/gb/en-gb/newsroom/article/uk_net_zero_carbon.html,mcdonalds.com
CASE-0064-S01,CASE-0064,INIT-0064,1,ScienceDirect – Journal of Accounting & Economics,https://www.sciencedirect.com/science/article/abs/pii/S0165410124000843,sciencedirect.com
CASE-0065-S01,CASE-0065,INIT-0065,1,ScienceDirect – Journal of Environmental Management,https://www.sciencedirect.com/science/article/abs/pii/S0301479726008613,sciencedirect.com
CASE-0065-S02,CASE-0065,INIT-0065,2,TIME / Mastercard,https://time.com/collections/time100-climate-2024/7172407/ellen-jackowski/,time.com
CASE-0066-S01,CASE-0066,INIT-0066,1,Wiley – Business Strategy and the Environment,https://onlinelibrary.wiley.com/doi/10.1002/bse.4332,onlinelibrary.wiley.com
CASE-0067-S01,CASE-0067,INIT-0067,1,Marks & Spencer – Plan A,https://corporate.marksandspencer.com/newsroom/blog/reflections-plan-progress,corporate.marksandspencer.com
CASE-0068-S01,CASE-0068,INIT-0068,1,SSE – Enhancing Climate Engagement with Shareholders,https://www.sse.com/news-and-views/2022/06/enhancing-climate-engagement-with-shareholders/,sse.com
CASE-0069-S01,CASE-0069,INIT-0069,1,Hilton – Environmental and Social Impact,https://stories.hilton.com/releases/hilton-celebrates-strong-year-of-positive-environmental-and-social-impact-recognized-for-seventh-consecutive-year-on-dow-jones-sustainability-indices,stories.hilton.com
CASE-0070-S01,CASE-0070,INIT-0070,1,"The Accounting Review – Khan, Serafeim & Yoon.",https://publications.aaahq.org/accounting-review/article-abstract/91/6/1697/3898/Corporate-Sustainability-First-Evidence-on?redirectedFrom=fulltext,publications.aaahq.org
CASE-0072-S01,CASE-0072,INIT-0072,1,Accounting for Sustainability – SSE TCFD Implementation.,https://www.accountingforsustainability.org/en/knowledge-hub/case-studies/sse-tcfd.html?utm_source=chatgpt.com,accountingforsustainability.org
CASE-0073-S01,CASE-0073,INIT-0073,1,Whistl ESG Annual Report 2023.,https://online.flippingbook.com/view/129876575/27/,online.flippingbook.com
CASE-0074-S01,CASE-0074,INIT-0074,1,M&S ESG Report 2025.,https://corporate.marksandspencer.com/sites/marksandspencer/files/2025-05/Marks-and-Spencer-Group-plc-ESG-Report-2025.pdf?utm_source=chatgpt.com,corporate.marksandspencer.com
CASE-0075-S01,CASE-0075,INIT-0075,1,,https://sciencebasedtargets.org/news/9-in-10-companies-say-science-based-targets-deliver-positive-business-impact?,sciencebasedtargets.org
CASE-0076-S01,CASE-0076,INIT-0076,1,,https://corporate.marksandspencer.com/newsroom/blog/reflections-plan-progress,corporate.marksandspencer.com
CASE-0077-S01,CASE-0077,INIT-0077,1,,https://www.britishland.com/news/british-land-sets-out-pathway-to-net-zero-carbon/?,britishland.com
CASE-0078-S01,CASE-0078,INIT-0078,1,,https://www.london.gov.uk/programmes-strategies/environment-and-climate-change/net-zero-energy/zero-carbon-accelerator/refit/success-story-university-west-london?,london.gov.uk
CASE-0079-S01,CASE-0079,INIT-0079,1,,https://sciencebasedtargets.org/blog/what-does-the-net-zero-standard-mean-for-science-based-targets?,sciencebasedtargets.org
CASE-0080-S01,CASE-0080,INIT-0080,1,,https://www.sciencedirect.com/science/article/abs/pii/S026151771830205X,sciencedirect.com
CASE-0080-S02,CASE-0080,INIT-0080,2,,https://doee.dc.gov/page/case-study-monaco-washington-dc,doee.dc.gov
CASE-0081-S01,CASE-0081,INIT-0081,1,,https://www.sciencedirect.com/science/article/abs/pii/S030147972030712X,sciencedirect.com
CASE-0081-S02,CASE-0081,INIT-0081,2,,https://www.sciencedirect.com/science/article/abs/pii/S0959652619311187?,sciencedirect.com
CASE-0082-S01,CASE-0082,INIT-0082,1,,https://www.smartpension.co.uk/news-and-insights/default-growth-fund-emissions,smartpension.co.uk
CASE-0082-S02,CASE-0082,INIT-0082,2,,https://www.smartpension.co.uk/news-and-insights/100-sustainable-investments,smartpension.co.uk
CASE-0083-S01,CASE-0083,INIT-0083,1,,https://www.sciencedirect.com/science/article/abs/pii/S0959652621004601?,sciencedirect.com
CASE-0083-S02,CASE-0083,INIT-0083,2,,https://www.sciencedirect.com/science/article/abs/pii/S0959652617325568?,sciencedirect.com
CASE-0084-S01,CASE-0084,INIT-0084,1,,https://www.sciencedirect.com/org/science/article/abs/pii/S0972798125000213,sciencedirect.com
CASE-0084-S02,CASE-0084,INIT-0084,2,,https://www.sciencedirect.com/science/article/abs/pii/S0278431919307996?,sciencedirect.com
CASE-0085-S01,CASE-0085,INIT-0085,1,,https://www.sciencedirect.com/science/article/pii/S1470160X2301631X?,sciencedirect.com
CASE-0085-S02,CASE-0085,INIT-0085,2,,https://link.springer.com/article/10.1007/s10551-024-05762-4?,link.springer.com
CASE-0086-S01,CASE-0086,INIT-0086,1,UK Government – Climate-related Transition Plan Requirements: Benefits of Transition Planning / Frontiers – Do Credible Climate Transition Plans Matter for Carbon Performance?,https://www.frontiersin.org/journals/environmental-science/articles/10.3389/fenvs.2026.1907357/full,frontiersin.org
CASE-0086-S02,CASE-0086,INIT-0086,2,,https://www.gov.uk/government/consultations/climate-related-transition-plan-requirements/transition-plan-requirements-implementation-routes-accessible-webpage?,gov.uk
CASE-0087-S01,CASE-0087,INIT-0087,1,,https://www.ifrs.org/issued-standards/ifrs-sustainability-standards-navigator/ifrs-s2-climate-related-disclosures/,ifrs.org
CASE-0088-S01,CASE-0088,INIT-0088,1,,https://www.gov.uk/government/publications/environmental-reporting-guidelines-including-mandatory-greenhouse-gas-emissions-reporting-guidance,gov.uk
CASE-0089-S01,CASE-0089,INIT-0089,1,,https://www.iso.org/news/2026/04/iso-14001-2026-published,iso.org
CASE-0090-S01,CASE-0090,INIT-0090,1,,https://www.greenkey.global/criteria,greenkey.global
CASE-0090-S02,CASE-0090,INIT-0090,2,,https://www.greenkey.global/application-process,greenkey.global
CASE-0091-S01,CASE-0091,INIT-0091,1,,https://ghgprotocol.org/corporate-standard,ghgprotocol.org
CASE-0092-S01,CASE-0092,INIT-0092,1,,https://packagingeurope.com/news/nestle-gives-update-on-sustainable-packaging-progress/10566.article?utm_source=chatgpt.com,packagingeurope.com
CASE-0093-S01,CASE-0093,INIT-0093,1,,https://www.tescoplc.com/tesco-removes-one-billion-pieces-of-plastic/,tescoplc.com
CASE-0094-S01,CASE-0094,INIT-0094,1,,https://relondon.gov.uk/resources/case-study-top-cuvee-refillable-wine-drop-by-drop?utm_source=chatgpt.com,relondon.gov.uk
CASE-0095-S01,CASE-0095,INIT-0095,1,,https://www.tandfonline.com/doi/full/10.1080/19397038.2021.1920644?utm_source=chatgpt.com,tandfonline.com
CASE-0096-S01,CASE-0096,INIT-0096,1,,https://www.ihgplc.com/en/news-and-media/news-releases/2019/end-of-the-road-for-bathroom-miniatures-as-ihg-opts-for-bulk-size--amenities-to-reduce-plastic-waste?utm_source=chatgpt.com,ihgplc.com
CASE-0097-S01,CASE-0097,INIT-0097,1,,https://www.wrap.ngo/resources/report/uk-plastics-pact-annual-report-2023/uk-plastics-pact-case-studies?utm_source=chatgpt.com,wrap.ngo
CASE-0098-S01,CASE-0098,INIT-0098,1,,https://www.carbontrust.com/news-and-insights/news/uk-catering-industry-missing-out-on-more-than-a-quarter-of-a-billion-pounds-in-energy-savings-every-year-warns-the-carbon-trust?utm_source=chatgpt.com,carbontrust.com
CASE-0099-S01,CASE-0099,INIT-0099,1,,https://www.signify.com/en-in/our-company/news/press-release-archive/2015/20150416-Philips-provides-Light-as-a-Service-to-Schiphol-Airport?utm_source=chatgpt.com,signify.com
CASE-0100-S01,CASE-0100,INIT-0100,1,,https://www.wrap.ngo/resources/case-study/crown-workspace-ltd-leading-way-office-furniture-reuse?utm_source=chatgpt.com,wrap.ngo
CASE-0101-S01,CASE-0101,INIT-0101,1,,https://sustainableict.blog.gov.uk/2026/02/18/how-were-making-technology-procurement-more-sustainable/,sustainableict.blog.gov.uk
CASE-0102-S01,CASE-0102,INIT-0102,1,,https://uk.fsc.org/packaging?utm_source=chatgpt.com,uk.fsc.org
CASE-0103-S01,CASE-0103,INIT-0103,1,,https://pciaw.org/hilton-london-metropole-hotel-the-sustainable-venue-of-pciaw-summit-awards/?utm_source=chatgpt.com,pciaw.org
CASE-0104-S01,CASE-0104,INIT-0104,1,,https://environment.ec.europa.eu/topics/circular-economy-topics/eu-ecolabel/product-groups-and-criteria/cleaning_en,environment.ec.europa.eu
CASE-0105-S01,CASE-0105,INIT-0105,1,,https://www.gca.gov.uk/news/casestudy-leeds-city-council-becoming-the-best-with-less?utm_source=chatgpt.com,gca.gov.uk
CASE-0106-S01,CASE-0106,INIT-0106,1,,https://www.tescoplc.com/sustainability/planet/protecting-nature/climate-change,tescoplc.com
CASE-0107-S01,CASE-0107,INIT-0107,1,,https://www.msc.org/en-au/media-centre-anz/media-releases/press-release/premier-inn-sets-fish-friendly-world-record-with-3-million-portions-of-sustainable-fish-and-chips,msc.org
CASE-0108-S01,CASE-0108,INIT-0108,1,,https://www.greeneking.co.uk/newsroom/net-zero-journey,greeneking.co.uk
CASE-0109-S01,CASE-0109,INIT-0109,1,,https://www.foodbuy.co.uk/news/foodbuy-group-brings-together-purpose-led-suppliers-through-pitch-social-event/,foodbuy.co.uk
CASE-0110-S01,CASE-0110,INIT-0110,1,,https://planet.levy.co.uk/,planet.levy.co.uk
CASE-0111-S01,CASE-0111,INIT-0111,1,,https://www.shakeshack.co.uk/2026/06/09/one-year-of-wildfarmed/,shakeshack.co.uk
CASE-0112-S01,CASE-0112,INIT-0112,1,,https://www.wri.org/insights/its-all-name-how-boost-sales-plant-based-menu-items,wri.org
CASE-0113-S01,CASE-0113,INIT-0113,1,,https://levy.co.uk/media/2akmcybi/levy_climate_impact_report_nov2025-min.pdf,levy.co.uk
CASE-0114-S01,CASE-0114,INIT-0114,1,,https://www.winnowsolutions.com/mgm-macau-cuts-food-waste-29-with-winnow-food-waste-management-system?hsLang=en,winnowsolutions.com
CASE-0115-S01,CASE-0115,INIT-0115,1,,https://www.winnowsolutions.com/lisbon-marriott-cuts-food-waste-by-50-with-winnows-ai-system?hsLang=en,winnowsolutions.com
CASE-0116-S01,CASE-0116,INIT-0116,1,,https://www.whitbread.co.uk/sustainability/responsibility/responsible-sourcing/,whitbread.co.uk
CASE-0117-S01,CASE-0117,INIT-0117,1,,https://sciencebasedtargets.org/standards-and-guidance,sciencebasedtargets.org
CASE-0118-S01,CASE-0118,INIT-0118,1,,https://www.whitbread.co.uk/sustainability/responsibility/responsible-sourcing/,whitbread.co.uk
CASE-0119-S01,CASE-0119,INIT-0119,1,,https://sciencebasedtargets.org/blog/new-supplier-engagement-guidance-unlocking-the-power-of-supply-chains-for-decarbonization,sciencebasedtargets.org
CASE-0120-S01,CASE-0120,INIT-0120,1,,https://sciencebasedtargets.org/news/supply-change-sbti-launches-cop-call-to-action,sciencebasedtargets.org
CASE-0121-S01,CASE-0121,INIT-0121,1,,https://sciencebasedtargets.org/news/supply-change-sbti-launches-cop-call-to-action,sciencebasedtargets.org
CASE-0122-S01,CASE-0122,INIT-0122,1,,https://ghgprotocol.org/corporate-value-chain-scope-3-standard,ghgprotocol.org
CASE-0123-S01,CASE-0123,INIT-0123,1,,https://sciencebasedtargets.org/news/supply-change-sbti-launches-cop-call-to-action,sciencebasedtargets.org
CASE-0124-S01,CASE-0124,INIT-0124,1,,https://sciencebasedtargets.org/blog/new-supplier-engagement-guidance-unlocking-the-power-of-supply-chains-for-decarbonization,sciencebasedtargets.org
CASE-0125-S01,CASE-0125,INIT-0125,1,,https://sciencebasedtargets.org/standards-and-guidance,sciencebasedtargets.org
CASE-0126-S01,CASE-0126,INIT-0126,1,,https://sciencebasedtargets.org/blog/new-supplier-engagement-guidance-unlocking-the-power-of-supply-chains-for-decarbonization,sciencebasedtargets.org
CASE-0127-S01,CASE-0127,INIT-0127,1,,https://corporate.mcdonalds.com/content/dam/sites/corp/nfl/pdf/McDonalds_CDP_Response_Climate_Change_2023.pdf,corporate.mcdonalds.com
CASE-0128-S01,CASE-0128,INIT-0128,1,,https://www.whitbread.co.uk/sustainability/responsibility/responsible-sourcing/,whitbread.co.uk
CASE-0129-S01,CASE-0129,INIT-0129,1,,https://www.whitbread.co.uk/sustainability/responsibility/responsible-sourcing/,whitbread.co.uk
CASE-0130-S01,CASE-0130,INIT-0130,1,,https://www.whitbread.co.uk/sustainability/responsibility/responsible-sourcing/,whitbread.co.uk
CASE-0131-S01,CASE-0131,INIT-0131,1,,https://www.whitbread.co.uk/sustainability/responsibility/responsible-sourcing/,whitbread.co.uk
CASE-0132-S01,CASE-0132,INIT-0132,1,Guide to writing a sustainable travel policy - Culture for Climate Scotland,https://www.ros.gov.uk/about/publications/policy-and-guidelines/2024/green-travel-policy#two,ros.gov.uk
CASE-0133-S01,CASE-0133,INIT-0133,1,Greene King_EV_Charging,https://www.marstonspubs.co.uk/news/marstons-ev-charging-leadership/,marstonspubs.co.uk
CASE-0133-S02,CASE-0133,INIT-0133,2,,https://www.whitbread.co.uk/its-electrifying-were-plugged-inn/,whitbread.co.uk
CASE-0133-S03,CASE-0133,INIT-0133,3,,https://www.explorer-hotels.com/en/angebote/climate-rate/,explorer-hotels.com
CASE-0161-S01,CASE-0161,INIT-0161,1,,https://content.tfl.gov.uk/smart-commuting-toolkit.pdf,content.tfl.gov.uk
