Gap_ID,Initiative_ID,Initiative_Name,Factor_ID,Card_ID,Topic,Sub_Topic,Gap_Type,Calculation_Readiness,Gap_Status,Gap_Note
GAP-0107,INIT-0034,Apply energy and carbon criteria to lease renewals and franchise onboarding,CPF-0034,CARD-0134,Energy & Buildings,"Leased, Tenanted & Franchised Sites",MISSING_CALCULATION_METHOD,DISPLAY_ONLY,OPEN,No calculation / evidence-logic text in Consolidate.
GAP-0108,INIT-0034,Apply energy and carbon criteria to lease renewals and franchise onboarding,CPF-0034,CARD-0134,Energy & Buildings,"Leased, Tenanted & Franchised Sites",MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0109,INIT-0034,Apply energy and carbon criteria to lease renewals and franchise onboarding,CTF-0034,CARD-0135,Energy & Buildings,"Leased, Tenanted & Franchised Sites",MISSING_DISPLAY_VALUE,DISPLAY_ONLY,OPEN,Consolidate value cell is empty. Left empty on purpose.
GAP-0110,INIT-0034,Apply energy and carbon criteria to lease renewals and franchise onboarding,CTF-0034,CARD-0135,Energy & Buildings,"Leased, Tenanted & Franchised Sites",MISSING_CALCULATION_METHOD,DISPLAY_ONLY,OPEN,No calculation / evidence-logic text in Consolidate.
GAP-0111,INIT-0034,Apply energy and carbon criteria to lease renewals and franchise onboarding,CTF-0034,CARD-0135,Energy & Buildings,"Leased, Tenanted & Franchised Sites",MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0112,INIT-0035,"Include green performance, data and cooperation clauses in leases and franchise agreements",CCF-0035,CARD-0137,Energy & Buildings,"Leased, Tenanted & Franchised Sites",MISSING_DISPLAY_VALUE,DISPLAY_ONLY,OPEN,Consolidate value cell is empty. Left empty on purpose.
GAP-0113,INIT-0035,"Include green performance, data and cooperation clauses in leases and franchise agreements",CCF-0035,CARD-0137,Energy & Buildings,"Leased, Tenanted & Franchised Sites",MISSING_CALCULATION_METHOD,DISPLAY_ONLY,OPEN,No calculation / evidence-logic text in Consolidate.
GAP-0114,INIT-0035,"Include green performance, data and cooperation clauses in leases and franchise agreements",CCF-0035,CARD-0137,Energy & Buildings,"Leased, Tenanted & Franchised Sites",MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0115,INIT-0035,"Include green performance, data and cooperation clauses in leases and franchise agreements",CPF-0035,CARD-0138,Energy & Buildings,"Leased, Tenanted & Franchised Sites",MISSING_DISPLAY_VALUE,DISPLAY_ONLY,OPEN,Consolidate value cell is empty. Left empty on purpose.
GAP-0116,INIT-0035,"Include green performance, data and cooperation clauses in leases and franchise agreements",CPF-0035,CARD-0138,Energy & Buildings,"Leased, Tenanted & Franchised Sites",MISSING_CALCULATION_METHOD,DISPLAY_ONLY,OPEN,No calculation / evidence-logic text in Consolidate.
GAP-0117,INIT-0035,"Include green performance, data and cooperation clauses in leases and franchise agreements",CPF-0035,CARD-0138,Energy & Buildings,"Leased, Tenanted & Franchised Sites",MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0118,INIT-0035,"Include green performance, data and cooperation clauses in leases and franchise agreements",CTF-0035,CARD-0139,Energy & Buildings,"Leased, Tenanted & Franchised Sites",MISSING_DISPLAY_VALUE,DISPLAY_ONLY,OPEN,Consolidate value cell is empty. Left empty on purpose.
GAP-0119,INIT-0035,"Include green performance, data and cooperation clauses in leases and franchise agreements",CTF-0035,CARD-0139,Energy & Buildings,"Leased, Tenanted & Franchised Sites",MISSING_CALCULATION_METHOD,DISPLAY_ONLY,OPEN,No calculation / evidence-logic text in Consolidate.
GAP-0120,INIT-0035,"Include green performance, data and cooperation clauses in leases and franchise agreements",CTF-0035,CARD-0139,Energy & Buildings,"Leased, Tenanted & Franchised Sites",MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0121,INIT-0037,Secure rights and approval routes for environmental improvements in leased sites,CCF-0037,CARD-0145,Energy & Buildings,"Leased, Tenanted & Franchised Sites",MISSING_DISPLAY_VALUE,DISPLAY_ONLY,OPEN,Consolidate value cell is empty. Left empty on purpose.
GAP-0122,INIT-0037,Secure rights and approval routes for environmental improvements in leased sites,CCF-0037,CARD-0145,Energy & Buildings,"Leased, Tenanted & Franchised Sites",MISSING_CALCULATION_METHOD,DISPLAY_ONLY,OPEN,No calculation / evidence-logic text in Consolidate.
GAP-0123,INIT-0037,Secure rights and approval routes for environmental improvements in leased sites,CCF-0037,CARD-0145,Energy & Buildings,"Leased, Tenanted & Franchised Sites",MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0124,INIT-0037,Secure rights and approval routes for environmental improvements in leased sites,CPF-0037,CARD-0146,Energy & Buildings,"Leased, Tenanted & Franchised Sites",MISSING_DISPLAY_VALUE,DISPLAY_ONLY,OPEN,Consolidate value cell is empty. Left empty on purpose.
GAP-0125,INIT-0037,Secure rights and approval routes for environmental improvements in leased sites,CPF-0037,CARD-0146,Energy & Buildings,"Leased, Tenanted & Franchised Sites",MISSING_CALCULATION_METHOD,DISPLAY_ONLY,OPEN,No calculation / evidence-logic text in Consolidate.
GAP-0126,INIT-0037,Secure rights and approval routes for environmental improvements in leased sites,CPF-0037,CARD-0146,Energy & Buildings,"Leased, Tenanted & Franchised Sites",MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0127,INIT-0037,Secure rights and approval routes for environmental improvements in leased sites,CTF-0037,CARD-0147,Energy & Buildings,"Leased, Tenanted & Franchised Sites",MISSING_DISPLAY_VALUE,DISPLAY_ONLY,OPEN,Consolidate value cell is empty. Left empty on purpose.
GAP-0128,INIT-0037,Secure rights and approval routes for environmental improvements in leased sites,CTF-0037,CARD-0147,Energy & Buildings,"Leased, Tenanted & Franchised Sites",MISSING_CALCULATION_METHOD,DISPLAY_ONLY,OPEN,No calculation / evidence-logic text in Consolidate.
GAP-0129,INIT-0037,Secure rights and approval routes for environmental improvements in leased sites,CTF-0037,CARD-0147,Energy & Buildings,"Leased, Tenanted & Franchised Sites",MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0130,INIT-0038,Enable renewable electricity procurement under lease and franchise arrangements,CCF-0038,CARD-0149,Energy & Buildings,"Leased, Tenanted & Franchised Sites",MISSING_DISPLAY_VALUE,DISPLAY_ONLY,OPEN,Consolidate value cell is empty. Left empty on purpose.
GAP-0131,INIT-0038,Enable renewable electricity procurement under lease and franchise arrangements,CCF-0038,CARD-0149,Energy & Buildings,"Leased, Tenanted & Franchised Sites",MISSING_CALCULATION_METHOD,DISPLAY_ONLY,OPEN,No calculation / evidence-logic text in Consolidate.
GAP-0132,INIT-0038,Enable renewable electricity procurement under lease and franchise arrangements,CCF-0038,CARD-0149,Energy & Buildings,"Leased, Tenanted & Franchised Sites",MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0133,INIT-0039,"Agree landlord-tenant decarbonisation plans with actions, funding and accountability",CCF-0039,CARD-0153,Energy & Buildings,"Leased, Tenanted & Franchised Sites",MISSING_CALCULATION_METHOD,DISPLAY_ONLY,OPEN,No calculation / evidence-logic text in Consolidate.
GAP-0134,INIT-0040,Set and monitor energy-performance standards for franchisees,CCF-0040,CARD-0157,Energy & Buildings,"Leased, Tenanted & Franchised Sites",MISSING_DISPLAY_VALUE,DISPLAY_ONLY,OPEN,Consolidate value cell is empty. Left empty on purpose.
GAP-0135,INIT-0040,Set and monitor energy-performance standards for franchisees,CCF-0040,CARD-0157,Energy & Buildings,"Leased, Tenanted & Franchised Sites",MISSING_CALCULATION_METHOD,DISPLAY_ONLY,OPEN,No calculation / evidence-logic text in Consolidate.
GAP-0136,INIT-0040,Set and monitor energy-performance standards for franchisees,CCF-0040,CARD-0157,Energy & Buildings,"Leased, Tenanted & Franchised Sites",MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0137,INIT-0040,Set and monitor energy-performance standards for franchisees,CPF-0040,CARD-0158,Energy & Buildings,"Leased, Tenanted & Franchised Sites",MISSING_DISPLAY_VALUE,DISPLAY_ONLY,OPEN,Consolidate value cell is empty. Left empty on purpose.
GAP-0138,INIT-0040,Set and monitor energy-performance standards for franchisees,CPF-0040,CARD-0158,Energy & Buildings,"Leased, Tenanted & Franchised Sites",MISSING_CALCULATION_METHOD,DISPLAY_ONLY,OPEN,No calculation / evidence-logic text in Consolidate.
GAP-0139,INIT-0040,Set and monitor energy-performance standards for franchisees,CPF-0040,CARD-0158,Energy & Buildings,"Leased, Tenanted & Franchised Sites",MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0140,INIT-0040,Set and monitor energy-performance standards for franchisees,CTF-0040,CARD-0159,Energy & Buildings,"Leased, Tenanted & Franchised Sites",MISSING_DISPLAY_VALUE,DISPLAY_ONLY,OPEN,Consolidate value cell is empty. Left empty on purpose.
GAP-0141,INIT-0040,Set and monitor energy-performance standards for franchisees,CTF-0040,CARD-0159,Energy & Buildings,"Leased, Tenanted & Franchised Sites",MISSING_CALCULATION_METHOD,DISPLAY_ONLY,OPEN,No calculation / evidence-logic text in Consolidate.
GAP-0142,INIT-0040,Set and monitor energy-performance standards for franchisees,CTF-0040,CARD-0159,Energy & Buildings,"Leased, Tenanted & Franchised Sites",MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0143,INIT-0134,Commission specialist assessments for on-farm emissions hotspots in the top three commodities,CCF-0134,CARD-0533,Nature & Resources,Nature & Biodiversity – Supplier Engagement,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0144,INIT-0134,Commission specialist assessments for on-farm emissions hotspots in the top three commodities,CPF-0134,CARD-0534,Nature & Resources,Nature & Biodiversity – Supplier Engagement,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0145,INIT-0134,Commission specialist assessments for on-farm emissions hotspots in the top three commodities,CTF-0134,CARD-0535,Nature & Resources,Nature & Biodiversity – Supplier Engagement,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0146,INIT-0134,Commission specialist assessments for on-farm emissions hotspots in the top three commodities,CEF-0134,CARD-0536,Nature & Resources,Nature & Biodiversity – Supplier Engagement,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0147,INIT-0135,Publish a biodiversity policy with named targets and owner,CCF-0135,CARD-0537,Nature & Resources,Nature & Biodiversity – Biodiversity,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0148,INIT-0135,Publish a biodiversity policy with named targets and owner,CPF-0135,CARD-0538,Nature & Resources,Nature & Biodiversity – Biodiversity,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0149,INIT-0135,Publish a biodiversity policy with named targets and owner,CTF-0135,CARD-0539,Nature & Resources,Nature & Biodiversity – Biodiversity,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0150,INIT-0135,Publish a biodiversity policy with named targets and owner,CEF-0135,CARD-0540,Nature & Resources,Nature & Biodiversity – Biodiversity,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0151,INIT-0136,Ensure compliance with Biodiversity Net Gain (BNG) requirements,CCF-0136,CARD-0541,Nature & Resources,Nature & Biodiversity – Biodiversity,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0152,INIT-0136,Ensure compliance with Biodiversity Net Gain (BNG) requirements,CPF-0136,CARD-0542,Nature & Resources,Nature & Biodiversity – Biodiversity,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0153,INIT-0136,Ensure compliance with Biodiversity Net Gain (BNG) requirements,CTF-0136,CARD-0543,Nature & Resources,Nature & Biodiversity – Biodiversity,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0154,INIT-0136,Ensure compliance with Biodiversity Net Gain (BNG) requirements,CEF-0136,CARD-0544,Nature & Resources,Nature & Biodiversity – Biodiversity,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0155,INIT-0137,Engage priority suppliers by spend on biodiversity and request a formal response within 90 days,CCF-0137,CARD-0545,Nature & Resources,Nature & Biodiversity – Biodiversity,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0156,INIT-0137,Engage priority suppliers by spend on biodiversity and request a formal response within 90 days,CPF-0137,CARD-0546,Nature & Resources,Nature & Biodiversity – Biodiversity,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0157,INIT-0137,Engage priority suppliers by spend on biodiversity and request a formal response within 90 days,CTF-0137,CARD-0547,Nature & Resources,Nature & Biodiversity – Biodiversity,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0158,INIT-0137,Engage priority suppliers by spend on biodiversity and request a formal response within 90 days,CEF-0137,CARD-0548,Nature & Resources,Nature & Biodiversity – Biodiversity,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0159,INIT-0138,Undertake a TNFD review,CCF-0138,CARD-0549,Nature & Resources,Nature & Biodiversity – Biodiversity,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0160,INIT-0138,Undertake a TNFD review,CPF-0138,CARD-0550,Nature & Resources,Nature & Biodiversity – Biodiversity,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0161,INIT-0138,Undertake a TNFD review,CTF-0138,CARD-0551,Nature & Resources,Nature & Biodiversity – Biodiversity,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0162,INIT-0138,Undertake a TNFD review,CEF-0138,CARD-0552,Nature & Resources,Nature & Biodiversity – Biodiversity,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0163,INIT-0139,Fund a named biodiversity protection or restoration programme with annual investment and independent verification,CCF-0139,CARD-0553,Nature & Resources,Nature & Biodiversity – Biodiversity,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0164,INIT-0139,Fund a named biodiversity protection or restoration programme with annual investment and independent verification,CPF-0139,CARD-0554,Nature & Resources,Nature & Biodiversity – Biodiversity,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0165,INIT-0139,Fund a named biodiversity protection or restoration programme with annual investment and independent verification,CTF-0139,CARD-0555,Nature & Resources,Nature & Biodiversity – Biodiversity,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0166,INIT-0139,Fund a named biodiversity protection or restoration programme with annual investment and independent verification,CEF-0139,CARD-0556,Nature & Resources,Nature & Biodiversity – Biodiversity,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0167,INIT-0140,Complete a water efficiency audit across all kitchen and bathroom fixtures and implement identified measures within 12 months,CCF-0140,CARD-0557,Nature & Resources,Water Management – Water,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0168,INIT-0140,Complete a water efficiency audit across all kitchen and bathroom fixtures and implement identified measures within 12 months,CPF-0140,CARD-0558,Nature & Resources,Water Management – Water,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0169,INIT-0140,Complete a water efficiency audit across all kitchen and bathroom fixtures and implement identified measures within 12 months,CTF-0140,CARD-0559,Nature & Resources,Water Management – Water,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0170,INIT-0140,Complete a water efficiency audit across all kitchen and bathroom fixtures and implement identified measures within 12 months,CEF-0140,CARD-0560,Nature & Resources,Water Management – Water,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0171,INIT-0141,"Complete a formal water risk assessment for all owned sites and top 10 suppliers by spend, with a mitigation plan for each identified risk",CCF-0141,CARD-0561,Nature & Resources,Water Management – Water,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0172,INIT-0141,"Complete a formal water risk assessment for all owned sites and top 10 suppliers by spend, with a mitigation plan for each identified risk",CPF-0141,CARD-0562,Nature & Resources,Water Management – Water,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0173,INIT-0141,"Complete a formal water risk assessment for all owned sites and top 10 suppliers by spend, with a mitigation plan for each identified risk",CTF-0141,CARD-0563,Nature & Resources,Water Management – Water,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0174,INIT-0141,"Complete a formal water risk assessment for all owned sites and top 10 suppliers by spend, with a mitigation plan for each identified risk",CEF-0141,CARD-0564,Nature & Resources,Water Management – Water,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0175,INIT-0142,Recycle rainwater and grey water,CCF-0142,CARD-0565,Nature & Resources,Water Management – Water,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0176,INIT-0142,Recycle rainwater and grey water,CPF-0142,CARD-0566,Nature & Resources,Water Management – Water,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0177,INIT-0142,Recycle rainwater and grey water,CTF-0142,CARD-0567,Nature & Resources,Water Management – Water,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0178,INIT-0142,Recycle rainwater and grey water,CEF-0142,CARD-0568,Nature & Resources,Water Management – Water,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0179,INIT-0143,Self-supply water direct from the wholesale water market,CCF-0143,CARD-0569,Nature & Resources,Water Management – Water,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0180,INIT-0143,Self-supply water direct from the wholesale water market,CPF-0143,CARD-0570,Nature & Resources,Water Management – Water,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0181,INIT-0143,Self-supply water direct from the wholesale water market,CTF-0143,CARD-0571,Nature & Resources,Water Management – Water,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0182,INIT-0143,Self-supply water direct from the wholesale water market,CEF-0143,CARD-0572,Nature & Resources,Water Management – Water,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0183,INIT-0144,Complete supply chain water mapping covering top 5 commodities by estimated water use,CCF-0144,CARD-0573,Nature & Resources,Water Management – Water,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0184,INIT-0144,Complete supply chain water mapping covering top 5 commodities by estimated water use,CPF-0144,CARD-0574,Nature & Resources,Water Management – Water,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0185,INIT-0144,Complete supply chain water mapping covering top 5 commodities by estimated water use,CTF-0144,CARD-0575,Nature & Resources,Water Management – Water,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0186,INIT-0144,Complete supply chain water mapping covering top 5 commodities by estimated water use,CEF-0144,CARD-0576,Nature & Resources,Water Management – Water,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0187,INIT-0145,Use high-efficiency shower and faucet aerators,CCF-0145,CARD-0577,Nature & Resources,Water Management – Water,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0188,INIT-0145,Use high-efficiency shower and faucet aerators,CPF-0145,CARD-0578,Nature & Resources,Water Management – Water,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0189,INIT-0145,Use high-efficiency shower and faucet aerators,CTF-0145,CARD-0579,Nature & Resources,Water Management – Water,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0190,INIT-0145,Use high-efficiency shower and faucet aerators,CEF-0145,CARD-0580,Nature & Resources,Water Management – Water,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0191,INIT-0146,Optimise hot liquor use,CCF-0146,CARD-0581,Nature & Resources,Water Management – Brewing,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0192,INIT-0146,Optimise hot liquor use,CPF-0146,CARD-0582,Nature & Resources,Water Management – Brewing,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0193,INIT-0146,Optimise hot liquor use,CTF-0146,CARD-0583,Nature & Resources,Water Management – Brewing,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0194,INIT-0146,Optimise hot liquor use,CEF-0146,CARD-0584,Nature & Resources,Water Management – Brewing,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0195,INIT-0147,Optimise CIP wash temperature,CCF-0147,CARD-0585,Nature & Resources,Water Management – Brewing,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0196,INIT-0147,Optimise CIP wash temperature,CPF-0147,CARD-0586,Nature & Resources,Water Management – Brewing,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0197,INIT-0147,Optimise CIP wash temperature,CTF-0147,CARD-0587,Nature & Resources,Water Management – Brewing,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0198,INIT-0147,Optimise CIP wash temperature,CEF-0147,CARD-0588,Nature & Resources,Water Management – Brewing,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0199,INIT-0148,Reduce water temp in laundry; and line dry linens where possible,CCF-0148,CARD-0589,Nature & Resources,Water Management – Brewing,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0200,INIT-0148,Reduce water temp in laundry; and line dry linens where possible,CPF-0148,CARD-0590,Nature & Resources,Water Management – Brewing,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0201,INIT-0148,Reduce water temp in laundry; and line dry linens where possible,CTF-0148,CARD-0591,Nature & Resources,Water Management – Brewing,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0202,INIT-0148,Reduce water temp in laundry; and line dry linens where possible,CEF-0148,CARD-0592,Nature & Resources,Water Management – Brewing,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0203,INIT-0149,Conduct a waste characterisation assessment,CCF-0149,CARD-0593,Nature & Resources,Waste & Circularity – Waste Management,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0204,INIT-0149,Conduct a waste characterisation assessment,CPF-0149,CARD-0594,Nature & Resources,Waste & Circularity – Waste Management,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0205,INIT-0149,Conduct a waste characterisation assessment,CTF-0149,CARD-0595,Nature & Resources,Waste & Circularity – Waste Management,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0206,INIT-0149,Conduct a waste characterisation assessment,CEF-0149,CARD-0596,Nature & Resources,Waste & Circularity – Waste Management,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0207,INIT-0150,"Set a documented food waste reduction target with a baseline year, an interim milestone, and a final target date",CCF-0150,CARD-0597,Nature & Resources,Waste & Circularity – Waste Management,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0208,INIT-0150,"Set a documented food waste reduction target with a baseline year, an interim milestone, and a final target date",CPF-0150,CARD-0598,Nature & Resources,Waste & Circularity – Waste Management,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0209,INIT-0150,"Set a documented food waste reduction target with a baseline year, an interim milestone, and a final target date",CTF-0150,CARD-0599,Nature & Resources,Waste & Circularity – Waste Management,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0210,INIT-0150,"Set a documented food waste reduction target with a baseline year, an interim milestone, and a final target date",CEF-0150,CARD-0600,Nature & Resources,Waste & Circularity – Waste Management,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0211,INIT-0151,Segregate food waste for composting or Anaerobic Digestion,CCF-0151,CARD-0601,Nature & Resources,Waste & Circularity – Waste Management,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0212,INIT-0151,Segregate food waste for composting or Anaerobic Digestion,CPF-0151,CARD-0602,Nature & Resources,Waste & Circularity – Waste Management,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0213,INIT-0151,Segregate food waste for composting or Anaerobic Digestion,CTF-0151,CARD-0603,Nature & Resources,Waste & Circularity – Waste Management,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0214,INIT-0151,Segregate food waste for composting or Anaerobic Digestion,CEF-0151,CARD-0604,Nature & Resources,Waste & Circularity – Waste Management,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0215,INIT-0152,Distribute Surplus Food via a credible distribution partner,CCF-0152,CARD-0605,Nature & Resources,Waste & Circularity – Waste Management,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0216,INIT-0152,Distribute Surplus Food via a credible distribution partner,CPF-0152,CARD-0606,Nature & Resources,Waste & Circularity – Waste Management,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0217,INIT-0152,Distribute Surplus Food via a credible distribution partner,CTF-0152,CARD-0607,Nature & Resources,Waste & Circularity – Waste Management,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0218,INIT-0152,Distribute Surplus Food via a credible distribution partner,CEF-0152,CARD-0608,Nature & Resources,Waste & Circularity – Waste Management,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0219,INIT-0153,Complete a circularity audit covering the top three waste streams by volume and identify at least one viable circular option per stream within 90 days,CCF-0153,CARD-0609,Nature & Resources,Waste & Circularity – Waste Management,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
