Evidence_ID,Source_Title,Source_Organisation,Source_Type,Source_URL,Locator,Evidence_Strength,Evidence_Status,Geography,Publication_Date,Publication_Year,Metadata_Completeness_Status,Linked_Factor_Count,Version,Last_Reviewed,Source_Workbook
CEVID-0088,"3,943",gov.uk,WEB_PAGE,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,"2026 full-set workbook, ‘Refrigerant & other’ worksheet, R404A row",,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0089,90%,gov.uk,WEB_PAGE,https://www.gov.uk/guidance/waste-electrical-and-electronic-equipment-weee-refrigerant-recovery-monitoring,Process monitoring,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0090,gov.uk,gov.uk,WEB_PAGE,https://www.gov.uk/guidance/recovering-ods-from-equipment,Recovery and treatment requirements,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0091,gov.uk,gov.uk,WEB_PAGE,https://www.gov.uk/guidance/waste-electrical-and-electronic-equipment-weee-refrigerant-recovery-monitoring,Waste treatment and Process monitoring,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0092,dorsetcouncil.gov.uk,dorsetcouncil.gov.uk,WEB_PAGE,https://www.dorsetcouncil.gov.uk/w/washingpool-farm-shop-leads-way-with-green-technology,"project cost £30,889",,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0093,4.71 and 0.81 kWh/day,etl.energysecurity.gov.uk,WEB_PAGE,https://etl.energysecurity.gov.uk/case-studies/etl-approved-rhino-products-keep-drinks-cool-punch-and-judy-pub,The Solution and The Result,,CURRENT,,,,INCOMPLETE,2,1.0,2026-08-18,Consolidate.xlsx
CEVID-0094,dorsetcouncil.gov.uk,dorsetcouncil.gov.uk,WEB_PAGE,https://www.dorsetcouncil.gov.uk/w/washingpool-farm-shop-leads-way-with-green-technology,"£30,889 cost, £12,356 grant and £15,000 annual saving",,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0095,>24 restaurant/hotel freezers).,ieso.ca,WEB_PAGE,https://www.ieso.ca/-/media/Files/IESO/Document-Library/research/CC-Energy-Efficiency-Studies-and-Demonstrations-2019-04-25,"0.13096: UK Government 2026 conversion-factor full-set XLSX, ‘Factors by Category’!J3066.",,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0096,"IESO, Energy Efficiency Studies and Demonstrations, PDF p.9, Freezer Set Point Research Study.",ieso.ca,WEB_PAGE,https://www.ieso.ca/-/media/Files/IESO/Document-Library/research/CC-Energy-Efficiency-Studies-and-Demonstrations-2019-04-25,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0097,Hawaii Wave 2kW from £599.,herschel-infrared.co.uk,WEB_PAGE,https://www.herschel-infrared.co.uk/commercial-heaters/,"Bromic UK Eclipse Smart-Heat Portable 3kW: £3,969 incl. VAT",,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0098,"integrated dimmable LED, app/remote control, up to 13m².",bromic.co.uk,WEB_PAGE,https://www.bromic.co.uk/product/eclipse-smart-heat-electric-portable/,"MyJobQuote, Outdoor Socket Cost, updated 22 January 2026: £300–£500 for a new outdoor dedicated circuit from the consumer unit",,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0099,"installation-cost proxy, not a hospitality quotation.",myjobquote.co.uk,WEB_PAGE,https://www.myjobquote.co.uk/costs/install-an-outdoor-socket,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0100,legacy estimate from Energy Saving Trust and British Gas.,london.gov.uk,WEB_PAGE,https://www.london.gov.uk/who-we-are/what-london-assembly-does/questions-mayor/find-an-answer/patio-heaters,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0101,"July 2026 GB prices, 20m² for 2 hours.",energysavingtrust.org.uk,WEB_PAGE,https://energysavingtrust.org.uk/summer-energy-saving/,,,CURRENT,,,,INCOMPLETE,2,1.0,2026-08-18,Consolidate.xlsx
CEVID-0102,"CISL, Building Entopia: The story behind the ultra-sustainable retrofit, PDF pp.6–12.",cisl.cam.ac.uk,PDF,https://www.cisl.cam.ac.uk/files/building_entopia_case_study_280922.pdf,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0103,the ability to influence outcomes reduces and implementation becomes more expensive at later stages.,rics.org,PDF,https://www.rics.org/content/dam/ricsglobal/documents/standards/Whole_life_carbon_assessment_PS_Sept23.pdf,,,CURRENT,,,,INCOMPLETE,3,1.0,2026-08-18,Consolidate.xlsx
CEVID-0104,"RICS, Whole life carbon assessment for the built environment, 2nd ed. (Version 3, August 2024), PDF pp.57–58: use manufacturer/product-specific EPDs for selected products.",rics.org,PDF,https://www.rics.org/content/dam/ricsglobal/documents/standards/Whole_life_carbon_assessment_PS_Sept23.pdf,"EPD International comparability rules: same/aligned PCR, identical function and declared/functional unit, identical life-cycle scope and impact method, and valid EPDs.",,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0105,"EPD International comparability rules: same/aligned PCR, identical function and declared/functional unit, identical life-cycle scope and impact method, and valid EPDs.",environdec.com,WEB_PAGE,https://www.environdec.com/library/epd26371,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0106,"UKGBC, Timber Square case study.",ukgbc.org,WEB_PAGE,https://ukgbc.org/resources/timber-square/,,,CURRENT,,,,INCOMPLETE,2,1.0,2026-08-18,Consolidate.xlsx
CEVID-0107,"UKGBC, How Circular Economy Principles can impact carbon and value, PDF p.13.",ukgbc.org,PDF,https://ukgbc.org/wp-content/uploads/2022/08/Whole-Life-Carbon-Circular-Economy-Report.pdf,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0108,coverage up to 17m²/L.,paint-direct.co.uk,WEB_PAGE,https://www.paint-direct.co.uk/p/dulux-trade-evolve-matt,,,CURRENT,,,,INCOMPLETE,2,1.0,2026-08-18,Consolidate.xlsx
CEVID-0109,"(accessed 10 Aug 2026). That Carpet Tile Company, Interface Heuga 580 II: £25.00/m² ex VAT for 100–295m².",thatcarpettilecompany.co.uk,WEB_PAGE,https://www.thatcarpettilecompany.co.uk/shop/carpet-tiles/nylon-carpet-tiles/interface-heuga-580-ii-carpet-tiles/,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0110,Flooring Hut: £32.59/m² incl. VAT.,flooringhut.co.uk,WEB_PAGE,https://www.flooringhut.co.uk/interface/heuga-580-ii/interface-heuga-580-onyx-1267232,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0111,"(accessed 10 Aug 2026). BuyMaterials, Knauf Rocksilk Flexible Slab 100mm: £30.02–£33.36 + VAT per 4.32m² pack.",buymaterials.com,WEB_PAGE,https://www.buymaterials.com/product/226881,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0112,"Paint: Dulux Decorator Centre carbon table—Evolve Matt 0.09 vs Vinyl Matt 0.13 kgCO₂e/m², cradle-to-gate.",duluxdecoratorcentre.co.uk,WEB_PAGE,https://www.duluxdecoratorcentre.co.uk/sustainable-specifications/paint-carbon-data,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0113,(accessed 10 Aug 2026). Carpet tile: Interface Heuga 580 II 3.53 kgCO₂e/m² A1–A3.,shop.interface.com,WEB_PAGE,https://shop.interface.com/GB/en-GB/carpet-tile/heuga-580-ii/1267C.html,,,CURRENT,,,,INCOMPLETE,2,1.0,2026-08-18,Consolidate.xlsx
CEVID-0114,Interface cites the EC3 Europe conservative carpet-tile benchmark of 6.95 kgCO₂e/m² A1–A3.,interface.com,WEB_PAGE,https://www.interface.com/GB/en-GB/sustainability/embodied-carbon-values.html,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0115,(accessed 10 Aug 2026). Insulation: Knauf Rocksilk Flexible Slab 100mm = 4.37 kgCO₂e/m² A1–A3 and R2.70.,knauf.com,WEB_PAGE,https://knauf.com/api/download-center/v1/assets/b8df2cec-1797-4cc4-8b66-77ae36cd4dcc?country=gb&download=true,,,CURRENT,,,,INCOMPLETE,2,1.0,2026-08-18,Consolidate.xlsx
CEVID-0116,"Knauf embodied-carbon guide PIR benchmark = 2.163 kgCO₂e/m² at R1.0, normalized to R2.70 for comparison.",assets.knauf.com,PDF,https://assets.knauf.com/content/dam/local/gb/ki/4206/marketing/housebuilder-hub-downloads/knauf_insulation_embodied_carbon-guide-en-uk_nov22.pdf,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0117,"Knauf, Rocksilk Flexible Slab: 100mm, λ0.037 W/mK, R2.70 m²K/W and Euroclass A1.",knauf.com,WEB_PAGE,https://knauf.com/en-GB/p/product/rocksilk-r-flexible-slab-26362_4206,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0118,"Nisbets, Polar C-Series 600L fridge (£699.99 ex VAT)",nisbets.co.uk,WEB_PAGE,https://www.nisbets.co.uk/polar-c-series-upright-fridge-white-600ltr/pc005,,,CURRENT,,,,INCOMPLETE,2,1.0,2026-08-18,Consolidate.xlsx
CEVID-0119,"Nisbets, HOST 600L comparator (£489.00 ex VAT)",nisbets.co.uk,WEB_PAGE,https://www.nisbets.co.uk/host-commercial-upright-fridge-stainless-steel-600l/ht214,,,CURRENT,,,,INCOMPLETE,2,1.0,2026-08-18,Consolidate.xlsx
CEVID-0120,"CS Catering, Winterhalter PT-M EnergyPlus (£13,432.93 ex VAT)",cs-catering-equipment.co.uk,WEB_PAGE,https://www.cs-catering-equipment.co.uk/winterhalter-pt-m-pass-through-glasswasher-energyplus,,,CURRENT,,,,INCOMPLETE,3,1.0,2026-08-18,Consolidate.xlsx
CEVID-0121,"standard PT-M (£9,925.20 ex VAT) and old-unit collection (£500 ex VAT)",cs-catering-equipment.co.uk,WEB_PAGE,https://www.cs-catering-equipment.co.uk/winterhalter-pt-m-pass-through-glasswasher,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0122,"Nisbets, Rational iCombi Pro 10-grid (£7,799.99 ex VAT)",nisbets.co.uk,WEB_PAGE,https://www.nisbets.co.uk/rational-icombi-pro-combi-oven-icp-1011e/fn886,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0123,"UK electricity consumed factor including grid losses: 0.14396 kgCO₂e/kWh, DESNZ 2026 methodology, Table 9",assets.publishing.service.gov.uk,PDF,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0124,iCombi Pro 101 energy saving approximately 20% versus comparable predecessor under standardised ENERGY STAR tests,rational-online.com,PDF,https://www.rational-online.com/media/investor-relations/veroeffentlichungen-gj-2023/rational-ag---non-financial-report-2023.pdf,,,CURRENT,,,,INCOMPLETE,2,1.0,2026-08-18,Consolidate.xlsx
CEVID-0125,"Fridge prices and annual electricity use: Nisbets product pages cited in V29. UK average non-domestic electricity price including Climate Change Levy, Q1 2026: 24.14 p/kWh, DESNZ Quarterly Energy Prices June 2026",gov.uk,WEB_PAGE,https://www.gov.uk/government/statistics/quarterly-energy-prices-june-2026,,,CURRENT,,,,INCOMPLETE,2,1.0,2026-08-18,Consolidate.xlsx
CEVID-0126,"productivity and cooking time: RATIONAL, The iCombi Pro",rational-online.com,WEB_PAGE,https://www.rational-online.com/en_gb/news/the-icombi-pro-by-rational.php,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0127,"UKGBC, JLL – Manchester office fit-out case study.",ukgbc.org,WEB_PAGE,https://ukgbc.org/resources/jll-manchester-office-fit-out/,,,CURRENT,,,,INCOMPLETE,2,1.0,2026-08-18,Consolidate.xlsx
CEVID-0128,"Optimised, Radisson Blu Hotel Manchester Airport case study, sections ‘The Challenges’ and ‘The Results’.",optimised.net,WEB_PAGE,https://www.optimised.net/services/case-studies/radisson-blu,,,CURRENT,,,,INCOMPLETE,2,1.0,2026-08-18,Consolidate.xlsx
CEVID-0129,"UK Energy Technology List purchaser guidance states that the ETL, its product database and procurement information are free to use",etl.energysecurity.gov.uk,WEB_PAGE,https://etl.energysecurity.gov.uk/purchasers,,,CURRENT,,,,INCOMPLETE,2,1.0,2026-08-18,Consolidate.xlsx
CEVID-0130,and review supplier information,etl.energysecurity.gov.uk,WEB_PAGE,https://etl.energysecurity.gov.uk/news-events/news/practical-guide-selecting-etl-listed-products,,,CURRENT,,,,INCOMPLETE,2,1.0,2026-08-18,Consolidate.xlsx
CEVID-0131,"National Gas Metering developed a working industrial kitchen prototype powered entirely by hydrogen and reports safe operation without compromising food quality, demonstrating the value of testing equipment, safety and performance before wider adoption",nationalgas.com,WEB_PAGE,https://www.nationalgas.com/metering/ngm-case-studies/national-gas-metering-develop-worlds-first-hydrogen-powered-commercial,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0132,National Gas FutureGrid uses controlled testing to develop safety standards and operational processes for future hydrogen infrastructure,nationalgas.com,WEB_PAGE,https://www.nationalgas.com/future-energy/futuregrid,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0133,topic list and legal disclaimer.,betterbuildingspartnership.co.uk,WEB_PAGE,https://www.betterbuildingspartnership.co.uk/green-lease-toolkit/green-lease-clauses,,,CURRENT,,,,INCOMPLETE,5,1.0,2026-08-18,Consolidate.xlsx
CEVID-0134,businesses can request the previous year's smart-meter energy data free of charge,assets.publishing.service.gov.uk,PDF,https://assets.publishing.service.gov.uk/media/666c802cfdbf70d6d79d96d0/smart-meters-public-sector-introductory-guide.pdf,,,CURRENT,,,,INCOMPLETE,3,1.0,2026-08-18,Consolidate.xlsx
CEVID-0135,15% support and maintenance applies to licence costs,assets.applytosupply.digitalmarketplace.service.gov.uk,PDF,https://assets.applytosupply.digitalmarketplace.service.gov.uk/g-cloud-14/documents/719761/261750624610855-pricing-document-2024-05-03-1321.pdf,,,CURRENT,,,,INCOMPLETE,3,1.0,2026-08-18,Consolidate.xlsx
CEVID-0136,"SystemsLink states the platform supports automated imports from invoices, half-hourly meters, AMR and BMS, with data validation and tolerance checks",systems-link.com,WEB_PAGE,https://systems-link.com/software/energy-management-software/,,,CURRENT,,,,INCOMPLETE,2,1.0,2026-08-18,Consolidate.xlsx
CEVID-0137,"GHG Protocol Scope 2 Guidance/FAQ requires market-based emissions to use qualifying contractual instruments and the most appropriate available supplier/product-specific, residual-mix or grid-average factor, while location-based and market-based results are reported separately",ghgprotocol.org,WEB_PAGE,https://ghgprotocol.org/scope-2-frequently-asked-questions,,,CURRENT,,,,INCOMPLETE,2,1.0,2026-08-18,Consolidate.xlsx
CEVID-0138,"GHG Protocol tenant guidance requires landlord-purchased energy attribute certificates to be transparently allocated, with tenant allocations not exceeding the quantity purchased and no landlord/tenant double counting",ghgptechassistance.zendesk.com,WEB_PAGE,https://ghgptechassistance.zendesk.com/hc/en-us/articles/37755237431700-Can-Tenants-Claim-Renewable-Electricity-if-Landlord-Purchases-EACs-Criteria-and-Documentation-Needed,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0139,Ofgem states that one REGO represents 1 MWh of eligible renewable generation and supports fuel-mix transparency,ofgem.gov.uk,WEB_PAGE,https://www.ofgem.gov.uk/environmental-and-social-schemes/renewable-energy-guarantees-origin-rego,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0140,"Better Buildings Partnership, Green Building Management Toolkit, York House case study, PDF pp.4 and 7–8.",betterbuildingspartnership.co.uk,PDF,https://www.betterbuildingspartnership.co.uk/sites/default/files/media/attachment/BBP%20Green%20Building%20Managment%20Toolkit.pdf,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0141,Overview.,betterbuildingssolutioncenter.energy.gov,WEB_PAGE,https://betterbuildingssolutioncenter.energy.gov/solutions-at-a-glance/wendys-franchisee-carlisle-llc-improving-energy-efficiency-leading-edge-hvac,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0142,jrpsolutions.com,jrpsolutions.com,WEB_PAGE,https://www.jrpsolutions.com/case-studies/esos-energy-audit-and-compliance-1,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0143,freeths.co.uk,freeths.co.uk,WEB_PAGE,https://www.freeths.co.uk/insights-events/legal-articles/2025/compliance-and-enforcement-of-the-energy-savings-opportunity-scheme/,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0144,assets.publishing.service.gov.uk,assets.publishing.service.gov.uk,PDF,https://assets.publishing.service.gov.uk/media/5a7eb7a9e5274a2e87db1746/ESOS__Analysis_of_the_Potential_for_Energy_Savings_from_Audits_FINAL.pdf,,,CURRENT,,,,INCOMPLETE,2,1.0,2026-08-18,Consolidate.xlsx
CEVID-0145,carbontrust.com,carbontrust.com,WEB_PAGE,https://www.carbontrust.com/our-work-and-impact/guides-reports-and-tools/industrial-energy-efficiency-contract-catering-sector,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0146,heatable.co.uk,heatable.co.uk,WEB_PAGE,https://heatable.co.uk/battery-storage/advice/commercial-battery-storage,,,CURRENT,,,,INCOMPLETE,2,1.0,2026-08-18,Consolidate.xlsx
CEVID-0147,edie.net,edie.net,WEB_PAGE,https://www.edie.net/premier-inn-installs-uks-first-hotel-based-energy-storage-unit/,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0148,gridcog.com,gridcog.com,WEB_PAGE,https://www.gridcog.com/blog/the-economics-of-behind-the-meter-battery-storage-part-1-reducing-your-energy-bill,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0149,sciencedirect.com,sciencedirect.com,WEB_PAGE,https://www.sciencedirect.com/science/article/pii/S0360132326006281,,,CURRENT,,,,INCOMPLETE,3,1.0,2026-08-18,Consolidate.xlsx
CEVID-0150,savemoneycutcarbon.com,savemoneycutcarbon.com,WEB_PAGE,https://www.savemoneycutcarbon.com/project/greene-king-distribution-centre/,,,CURRENT,,,,INCOMPLETE,2,1.0,2026-08-18,Consolidate.xlsx
CEVID-0151,assets.publishing.service.gov.uk,assets.publishing.service.gov.uk,PDF,https://assets.publishing.service.gov.uk/media/6846b0870392ed9b784c0187/2025-GHG-CF-methodology-paper.pdf,,,CURRENT,,,,INCOMPLETE,3,1.0,2026-08-18,Consolidate.xlsx
CEVID-0152,businessclimatehub.uk,businessclimatehub.uk,WEB_PAGE,https://businessclimatehub.uk/save-on-lighting/,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0153,energycut.com.au,energycut.com.au,PDF,https://energycut.com.au/business/wp-content/uploads/2015/02/Carbon-Trust-Heat-Recovery.pdf,,,CURRENT,,,,INCOMPLETE,3,1.0,2026-08-18,Consolidate.xlsx
CEVID-0154,doi.org,doi.org,WEB_PAGE,https://doi.org/10.3390/w15203646,,,CURRENT,,,,INCOMPLETE,2,1.0,2026-08-18,Consolidate.xlsx
CEVID-0155,cibsejournal.com,cibsejournal.com,WEB_PAGE,https://www.cibsejournal.com/general/a-winning-formula-cibse-product-of-the-year-endotherm/,,,CURRENT,,,,INCOMPLETE,3,1.0,2026-08-18,Consolidate.xlsx
CEVID-0156,pacesolutions.com,pacesolutions.com,WEB_PAGE,https://pacesolutions.com/endotherm-saves-energy-at-a-large-university/,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0157,assets.publishing.service.gov.uk,assets.publishing.service.gov.uk,PDF,https://assets.publishing.service.gov.uk/media/6a4243767ac6fd9c6a94aadc/quarterly-energy-prices-june-2026.pdf,,,CURRENT,,,,INCOMPLETE,3,1.0,2026-08-18,Consolidate.xlsx
CEVID-0158,energy-uk.org.uk,energy-uk.org.uk,WEB_PAGE,https://www.energy-uk.org.uk/publications/reducing-non-domestic-electricity-policy-costs-to-drive-economic-growth/,,,CURRENT,,,,INCOMPLETE,2,1.0,2026-08-18,Consolidate.xlsx
CEVID-0159,cdn.whitbread.co.uk,cdn.whitbread.co.uk,PDF,https://cdn.whitbread.co.uk/media/2025/05/Whitbread-PLC-Environmental-Social-and-Governance-Report-2024-25.pdf,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0160,cdn.whitbread.co.uk,cdn.whitbread.co.uk,PDF,https://cdn.whitbread.co.uk/media/2026/05/Whitbread-PLC-Sustainability-Report-2025_26.pdf,,,CURRENT,,,,INCOMPLETE,11,1.0,2026-08-18,Consolidate.xlsx
CEVID-0161,mypubsupport.co.uk,mypubsupport.co.uk,PDF,https://mypubsupport.co.uk/public/CJRow2kLo4dgcsrMLDeHkIsV8kUPXrn8/BBPA_Energy+Saving_Cellar.pdf,,,CURRENT,,,,INCOMPLETE,2,1.0,2026-08-18,Consolidate.xlsx
CEVID-0162,beertechuk.com,beertechuk.com,WEB_PAGE,https://www.beertechuk.com/smartcellar/,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0163,kbrenergysaver.com,kbrenergysaver.com,WEB_PAGE,https://kbrenergysaver.com/2024/09/06/greene-king/,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0164,punchpubs.com,punchpubs.com,WEB_PAGE,https://www.punchpubs.com/sustainability/planet/,,,CURRENT,,,,INCOMPLETE,2,1.0,2026-08-18,Consolidate.xlsx
CEVID-0165,morningadvertiser.co.uk,morningadvertiser.co.uk,WEB_PAGE,https://www.morningadvertiser.co.uk/Article/2025/03/21/publican-awards-finalists-2025-for-best-sustainable-pub-company/,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0166,morningadvertiser.co.uk,morningadvertiser.co.uk,WEB_PAGE,https://www.morningadvertiser.co.uk/Article/2025/05/12/marstons-installs-solar-at-120-pubs-to-secure-energy-prices/,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0167,mbplc.com,mbplc.com,WEB_PAGE,https://www.mbplc.com/sustainability/respect-for-the-planet/,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0168,mbplc.com,mbplc.com,WEB_PAGE,https://www.mbplc.com/investors/reports-results/,,,CURRENT,,,,INCOMPLETE,2,1.0,2026-08-18,Consolidate.xlsx
CEVID-0169,sciencedirect.com,sciencedirect.com,WEB_PAGE,https://www.sciencedirect.com/science/article/abs/pii/S037877881734094X,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0170,sciencedirect.com,sciencedirect.com,WEB_PAGE,https://www.sciencedirect.com/science/article/abs/pii/S0378778821006009,,,CURRENT,,,,INCOMPLETE,2,1.0,2026-08-18,Consolidate.xlsx
CEVID-0171,assets.publishing.service.gov.uk,assets.publishing.service.gov.uk,PDF,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/185066/energy_and_emissions_reduction_case_studies.pdf,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0172,betterbuildingspartnership.co.uk,betterbuildingspartnership.co.uk,WEB_PAGE,https://www.betterbuildingspartnership.co.uk/responsible-property-management-toolkit/energy/gn-45-energy-consumption-profile,,,CURRENT,,,,INCOMPLETE,2,1.0,2026-08-18,Consolidate.xlsx
CEVID-0173,solarinfo.uk,solarinfo.uk,WEB_PAGE,https://www.solarinfo.uk/commercial-solar/hospitality,,,CURRENT,,,,INCOMPLETE,2,1.0,2026-08-18,Consolidate.xlsx
CEVID-0174,staustellbrewery.co.uk,staustellbrewery.co.uk,WEB_PAGE,https://staustellbrewery.co.uk/about-us/our-blog/brewery-puts-future-first-with-installation-of-extra-600-solar-panels,,,CURRENT,,,,INCOMPLETE,2,1.0,2026-08-18,Consolidate.xlsx
CEVID-0175,powerhub.solutions,powerhub.solutions,WEB_PAGE,https://powerhub.solutions/what-is-voltage-optimisation/,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0176,publications.parliament.uk,publications.parliament.uk,WEB_PAGE,https://publications.parliament.uk/pa/cm201314/cmselect/cmenergy/142/142vw12.htm,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0177,pandct.com,pandct.com,WEB_PAGE,https://www.pandct.com/news/getting-started-with-voltage-optimisation-the-energy-saving-technology-youre-not-totally-aware-of,,,CURRENT,,,,INCOMPLETE,2,1.0,2026-08-18,Consolidate.xlsx
CEVID-0178,ncm-pcdb.org.uk,ncm-pcdb.org.uk,PDF,https://www.ncm-pcdb.org.uk/sap/filelibrary/pdf/Principle%20Papers/SAP_Principle_paper_-_Energy_savings_from_voltage_optimisers_-_V2.0.pdf,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0179,gov.uk,gov.uk,WEB_PAGE,https://www.gov.uk/government/publications/contracts-for-difference-cfd-allocation-round-7-results,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0180,assets.publishing.service.gov.uk,assets.publishing.service.gov.uk,PDF,https://assets.publishing.service.gov.uk/media/698a0dc06da2dee8230a9c3a/contracts-for-difference-AR7a.pdf,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0181,edfenergy.com,edfenergy.com,WEB_PAGE,https://www.edfenergy.com/media-centre/edf-and-whitbread-group-plc-agree-3-year-clean-renewable-energy-partnership,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0182,renewabl.com,renewabl.com,WEB_PAGE,https://www.renewabl.com/post/ppas-explained-the-complete-guide-to-power-purchase-agreements,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0183,assets.publishing.service.gov.uk,assets.publishing.service.gov.uk,PDF,https://assets.publishing.service.gov.uk/media/69aedeaf6827004e30b8a56e/T-1-2025-for-delivery-2026-27-auction-monitor-report.pdf,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0184,energy-uk.org.uk,energy-uk.org.uk,WEB_PAGE,https://www.energy-uk.org.uk/publications/energy-uk-explains-capacity-market-auction-results/,,,CURRENT,,,,INCOMPLETE,2,1.0,2026-08-18,Consolidate.xlsx
CEVID-0185,irgc.org,irgc.org,PDF,https://irgc.org/wp-content/uploads/2018/09/Curtis-Demand-Response-2015.pdf,,,CURRENT,,,,INCOMPLETE,2,1.0,2026-08-18,Consolidate.xlsx
