Factor_ID,Card_ID,Factor_Name,Factor_Type,Factor_Family,Factor_Bank,Cost_Category,Outcome_Category,Cost_Boundary,Performance_Boundary,Technology_or_Scope,Published_Display_Value,Primary_Figure,Parallel_Figures,Value_Low,Value_Base,Value_High,Value_Parse_Note,Currency,Numerator_Unit,Denominator_Unit,Unit_Hint,Frequency,Performance_Basis,Time_Basis,Geography,Sector,Sector_Not_Included,Price_Year,Reference_Year,VAT_Basis,Primary_Evidence_ID,Evidence_Link_Count,Derivation_Method,Interface_Language,Applicability_Caveat,Selection_Group_ID,Selection_Rule,Scenario_Availability,Calc_Readiness,Factor_Status,Lifecycle_Status,Access_Classification,Factor_Availability,Version,Last_Reviewed,Source_Workbook,Source_Sheet,Source_Row
CCF-0037,CARD-0145,Secure rights and approval routes for environmental improvements in leased sites — Cost,cost,Energy & Buildings,Cost Factors,Cost,Cost,"Securing landlord and tenant approval routes for improvement works requires legal review, stakeholder coordination and contract administration; budget per site or agreement.",,"Leased, Tenanted & Franchised Sites",,,,,,,Empty published value; numeric columns left blank.,,,,,,,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",Owned sites and leases where all relevant rights already exist.,,,,,0,,"Securing landlord and tenant approval routes for improvement works requires legal review, stakeholder coordination and contract administration; budget per site or agreement.",Owned sites and leases where all relevant rights already exist.,SG-INIT-0037,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,GAP,1.0,2026-08-18,Consolidate.xlsx,工作表1,38
CCF-0038,CARD-0149,Enable renewable electricity procurement under lease and franchise arrangements — Cost,cost,Energy & Buildings,Cost Factors,Cost,Cost,Procuring renewable electricity through qualifying contracts incurs legal and procurement costs plus the tariff or PPA £/kWh delta; budget per supply point or site.,,"Leased, Tenanted & Franchised Sites",,,,,,,Empty published value; numeric columns left blank.,,,,,,,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",Sites where electricity procurement is outside operator influence and no cooperation route exists.,,,,,0,,Procuring renewable electricity through qualifying contracts incurs legal and procurement costs plus the tariff or PPA £/kWh delta; budget per supply point or site.,Sites where electricity procurement is outside operator influence and no cooperation route exists.,SG-INIT-0038,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,GAP,1.0,2026-08-18,Consolidate.xlsx,工作表1,39
CCF-0039,CARD-0153,"Agree landlord-tenant decarbonisation plans with actions, funding and accountability — Cost",cost,Energy & Buildings,Cost Factors,Cost,Cost,"Agreeing landlord-tenant action plans with funding and named owners requires specialist assessment, staff time and programme management; budget per portfolio, site or project.",,"Leased, Tenanted & Franchised Sites",Not publicly disclosed (£/plan and implemented measures),Not publicly disclosed (£/plan and implemented measures),,,,,Display text has no parseable number; numeric columns left blank.,GBP,money,plan,Not publicly disclosed (/plan and implemented measures),,,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",Owned sites or leases with no shared building/utility responsibility.,,,,CEVID-0140,1,,"Agreeing landlord-tenant action plans with funding and named owners requires specialist assessment, staff time and programme management; budget per portfolio, site or project.",Owned sites or leases with no shared building/utility responsibility.,SG-INIT-0039,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,40
CCF-0040,CARD-0157,Set and monitor energy-performance standards for franchisees — Cost,cost,Energy & Buildings,Cost Factors,Cost,Cost,"Setting franchise HVAC and kitchen standards and monitoring performance requires standard development, franchise engagement, data review and assurance; budget per franchisee or site.",,"Leased, Tenanted & Franchised Sites",,,,,,,Empty published value; numeric columns left blank.,,,,,,,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels and Experiential Leisure with franchise models",Contract Caterers and organisations without franchise operations.,,,,,0,,"Setting franchise HVAC and kitchen standards and monitoring performance requires standard development, franchise engagement, data review and assurance; budget per franchisee or site.",Contract Caterers and organisations without franchise operations.,SG-INIT-0040,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,GAP,1.0,2026-08-18,Consolidate.xlsx,工作表1,41
CCF-0041,CARD-0161,Complete an Energy Health Check — Cost,cost,Energy & Buildings,Cost Factors,Cost,Cost,An Energy Health Check surfaced £1.05m/year across 60+ sites; the decision is whether audit cost converts into funded actions.,,Energy Management,"Annual savings identified: £1.05m across 60+ sites
Audit cost: not publicly disclosed",Annual savings identified: £1.05m across 60+ sites,Audit cost: not publicly disclosed,,1.05,,Single published figure stored as Value_Base.,GBP,money,,Annual savings identified: m across + sites Audit cost: not publicly disclosed,annual,,annual,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0142,2,"Maximum penalty = £50,000 + (£500/day × 80 days) = £90,000",An Energy Health Check surfaced £1.05m/year across 60+ sites; the decision is whether audit cost converts into funded actions.,None,SG-INIT-0041,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,42
CCF-0042,CARD-0165,Install battery storage (BESS) — Cost,cost,Energy & Buildings,Cost Factors,Cost,Cost,A 200 kWh hotel battery implies £44k–£90k capex and £10k–£20k annual bill savings before grid revenue.,,Energy Procurement & Renewables,"Installed cost: £220–£450/kWh
200 kWh system: £44,000–£90,000
Annual bill saving: £10,000–£20,000",Installed cost: £220–£450/kWh,"200 kWh system: £44,000–£90,000 | Annual bill saving: £10,000–£20,000",220,,450,Range taken from the published display string. Value_Base left blank (no midpoint invented).,GBP,money,kWh,Installed cost: /kWh kWh system: Annual bill saving:,annual,,annual,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0146,1,"Installed cost = usable capacity × cost/kWh; 200 kWh × £220–£450 = £44,000–£90,000",A 200 kWh hotel battery implies £44k–£90k capex and £10k–£20k annual bill savings before grid revenue.,None,SG-INIT-0042,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,43
CCF-0043,CARD-0169,Upgrade to LED lighting with optimised design and controls — Cost,cost,Energy & Buildings,Cost Factors,Cost,Cost,LED costs c.£10–£20/m²; one Greene King site saved nearly £15k/year in energy and maintenance.,,Energy Management,"LED retrofit: £10–£20/m²
Reported annual saving: nearly £15,000",LED retrofit: £10–£20/m²,"Reported annual saving: nearly £15,000",10,,20,Range taken from the published display string. Value_Base left blank (no midpoint invented).,GBP,money,m²,LED retrofit: /m² Reported annual saving: nearly,annual,,annual,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0149,2,Installed cost = treated floor area × £10–£20/m²,LED costs c.£10–£20/m²; one Greene King site saved nearly £15k/year in energy and maintenance.,None,SG-INIT-0043,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,44
CCF-0044,CARD-0173,Install heat/energy recovery ventilation units — Cost,cost,Energy & Buildings,Cost Factors,Cost,Cost,"Heat recovery adds c.£6k–£8k in new build or £12k retrofit for a 2,500 m² site, plus £500–£2k/year filters.",,Energy Management,"2,500 m² building: £6,000–£8,000 new-build premium; approximately £12,000 retrofit
Filter maintenance: £500–£2,000/year","2,500 m² building: £6,000–£8,000 new-build premium; approximately £12,000 retrofit","Filter maintenance: £500–£2,000/year",6000,,8000,Range taken from the published display string. Value_Base left blank (no midpoint invented).,GBP,money,year,m² building: new build premium; approximately retrofit Filter maintenance: /year,annual,,annual,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0153,1,"Annual net saving = recovered heat × displaced-fuel tariff − fan energy − £500–£2,000 maintenance","Heat recovery adds c.£6k–£8k in new build or £12k retrofit for a 2,500 m² site, plus £500–£2k/year filters.",None,SG-INIT-0044,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,45
CCF-0045,CARD-0177,Deploy gas boiler additives — Cost,cost,Energy & Buildings,Cost Factors,Cost,Cost,"Boiler-additive cases saved £955 in two months and £1,500 across three branches, but both also included a powerflush.",,Energy Management,"Reported saving: £955 over 2 months at one site
Reported saving: £1,500 across 3 bank branches",Reported saving: £955 over 2 months at one site,"Reported saving: £1,500 across 3 bank branches",,955,,Single published figure stored as Value_Base.,GBP,money,,Reported saving: over months at one site Reported saving: across bank branches,,,month,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0155,1,Net additive saving should isolate the dosed-site change from the powerflush-only control,"Boiler-additive cases saved £955 in two months and £1,500 across three branches, but both also included a powerflush.",None,SG-INIT-0045,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,46
CCF-0046,CARD-0181,Install air or ground source heat pumps — Cost,cost,Energy & Buildings,Cost Factors,Cost,Cost,"Heat-pump economics hinge on COP: electricity is 24.14p/kWh versus gas at 5.17p/kWh, a 4.7x price gap.",,Energy Procurement & Renewables,"All-business electricity: 24.14p/kWh
All-business gas: 5.17p/kWh
Price ratio: approximately 4.7:1",All-business electricity: 24.14p/kWh,All-business gas: 5.17p/kWh | Price ratio: approximately 4.7:1,,24.14,,Single published figure stored as Value_Base.,,,kWh,All business electricity: p/kWh All business gas: p/kWh Price ratio: approximately :,,,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0157,2,Delivered heat cost: heat pump = electricity tariff ÷ seasonal COP,"Heat-pump economics hinge on COP: electricity is 24.14p/kWh versus gas at 5.17p/kWh, a 4.7x price gap.",None,SG-INIT-0046,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,47
CCF-0047,CARD-0185,Utilise cellar cooling across estates — Cost,cost,Energy & Buildings,Cost Factors,Cost,Cost,Smart cellar controls can save 6 MWh and £1.2k–£1.8k/year; ambient cooling can cut monthly cost to c.£12.,,Energy Management,"Smart controls: approximately 6,000 kWh; £1,200–£1,800/year
Ambient cooling: approximately £12/month versus £100–£150/month","Smart controls: approximately 6,000 kWh; £1,200–£1,800/year",Ambient cooling: approximately £12/month versus £100–£150/month,1200,,1800,Range taken from the published display string. Value_Base left blank (no midpoint invented).,GBP,money,year,Smart controls: approximately kWh; /year Ambient cooling: approximately /month versus /month,annual,,annual,,Pubs/Bars/Breweries,"Restaurants, QSRs, Hotels, Contract Caterers, Experiential Leisure",,,,CEVID-0161,2,Annual electricity saving = measured kWh saving × electricity tariff,Smart cellar controls can save 6 MWh and £1.2k–£1.8k/year; ambient cooling can cut monthly cost to c.£12.,"Restaurants, QSRs, Hotels, Contract Caterers, Experiential Leisure",SG-INIT-0047,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,48
CCF-0048,CARD-0189,Replace gas-fired heating and catering equipment with electric alternatives — Cost,cost,Energy & Buildings,Cost Factors,Cost,Cost,Electrification faces a 4.7x fuel-price gap: electricity at 24.14p/kWh versus gas at 5.17p/kWh.,,Energy Management,"Electricity: 24.14p/kWh
Gas: 5.17p/kWh
Unit-price ratio: approximately 4.7:1",Electricity: 24.14p/kWh,Gas: 5.17p/kWh | Unit-price ratio: approximately 4.7:1,,24.14,,Single published figure stored as Value_Base.,,,kWh,Electricity: p/kWh Gas: p/kWh Unit price ratio: approximately :,,,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0157,2,Operating-cost change = electric equipment kWh × electricity tariff − displaced gas kWh × gas tariff,Electrification faces a 4.7x fuel-price gap: electricity at 24.14p/kWh versus gas at 5.17p/kWh.,None,SG-INIT-0048,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,49
CCF-0049,CARD-0193,Invest in energy-efficiency and renewables infrastructure — Cost,cost,Energy & Buildings,Cost Factors,Cost,Cost,Operator programmes show £1.0m–£2.1m annual spend; Marston’s £5.4m solar rollout equates to c.£45k per site.,,Energy Procurement & Renewables,"Whitbread hotel decarbonisation spend: £2.1m (2025/26)
Hall & Woodhouse pledge: £1.0m",Whitbread hotel decarbonisation spend: £2.1m (2025/26),Hall & Woodhouse pledge: £1.0m,,2.1,,Single published figure stored as Value_Base.,GBP,money,26,Whitbread hotel decarbonisation spend: m (/) Hall & Woodhouse pledge: m,,,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0160,2,"Installed value/site = £5.4m ÷ 120 = £45,000; first-year £/tCO2 = £5.4m ÷ 600 tCO2 = £9,000/tCO2",Operator programmes show £1.0m–£2.1m annual spend; Marston’s £5.4m solar rollout equates to c.£45k per site.,None,SG-INIT-0049,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,50
CCF-0050,CARD-0197,"Upgrade building-fabric thermal performance (insulation, glazing, draught-proofing) — Cost",cost,Energy & Buildings,Cost Factors,Cost,Cost,Fabric retrofit costs c.£10–£20/m²; Whitbread reports a 4.4-year payback for efficiency capex including insulation.,,Energy Management,"Indicative fabric retrofit: £10–£20/m²
Asset-efficiency payback including plant-room insulation: 4.4 years",Indicative fabric retrofit: £10–£20/m²,Asset-efficiency payback including plant-room insulation: 4.4 years,10,,20,Range taken from the published display string. Value_Base left blank (no midpoint invented).,GBP,money,m²,Indicative fabric retrofit: /m² Asset efficiency payback including plant room insulation: years,,,year,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0149,2,Retrofit cost = treated area × £10–£20/m²,Fabric retrofit costs c.£10–£20/m²; Whitbread reports a 4.4-year payback for efficiency capex including insulation.,None,SG-INIT-0050,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,51
CCF-0051,CARD-0201,Install smart sub-metering and a building management system (BMS) — Cost,cost,Energy & Buildings,Cost Factors,Cost,Cost,BMS investment of £116k delivered £22k/year; occupancy controls cost £48k and saved £9k/year.,,Energy Management,"BMS programme: £116,000 cost; £22,000/year saving
Occupancy controls: £48,000 cost; £9,000/year saving","BMS programme: £116,000 cost; £22,000/year saving","Occupancy controls: £48,000 cost; £9,000/year saving",,116000,,Single published figure stored as Value_Base.,GBP,money,year,BMS programme: cost; /year saving Occupancy controls: cost; /year saving,annual,,annual,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0171,2,"BMS payback = £116,000 ÷ £22,000 = 5.27 years; occupancy-control payback = £48,000 ÷ £9,000 = 5.33 years",BMS investment of £116k delivered £22k/year; occupancy controls cost £48k and saved £9k/year.,None,SG-INIT-0051,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,52
CCF-0052,CARD-0205,Install on-site solar PV — Cost,cost,Energy & Buildings,Cost Factors,Cost,Cost,Marston’s £5.4m solar rollout equals c.£45k per pub with zero operator capex; owned pub systems cost £12k–£36k.,,Energy Procurement & Renewables,"Third-party programme: £5.4m across 120 pubs; approximately £45,000/site; zero operator capex
Hotel system: £54,000–£270,000","Third-party programme: £5.4m across 120 pubs; approximately £45,000/site; zero operator capex","Hotel system: £54,000–£270,000",54000,,270000,Range taken from the published display string. Value_Base left blank (no midpoint invented).,GBP,money,site,Third party programme: m across pubs; approximately /site; zero operator capex Hotel system:,,,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0166,2,"Installed value/site = £5.4m ÷ 120 = £45,000; owned-system cost = capacity (kWp) × installed £/kWp",Marston’s £5.4m solar rollout equals c.£45k per pub with zero operator capex; owned pub systems cost £12k–£36k.,None,SG-INIT-0052,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,53
CCF-0053,CARD-0209,Install voltage optimisation equipment — Cost,cost,Energy & Buildings,Cost Factors,Cost,Cost,Screen voltage optimisation at sites spending >£50k/year; supplier savings claims range from 8%–15%.,,Energy Management,"Screening threshold: >£50,000 annual electricity spend
Independent site-specific cost: quote required","Screening threshold: >£50,000 annual electricity spend",Independent site-specific cost: quote required,,50000,,Single published figure stored as Value_Base.,GBP,money,,Screening threshold: > annual electricity spend Independent site specific cost: quote required,annual,,annual,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0175,2,Indicative annual saving = eligible electricity cost × verified saving rate,Screen voltage optimisation at sites spending >£50k/year; supplier savings claims range from 8%–15%.,None,SG-INIT-0053,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,54
CCF-0054,CARD-0213,Procure renewable electricity via PPAs or green tariffs — Cost,cost,Energy & Buildings,Cost Factors,Cost,Cost,New-generation PPAs benchmark at c.£72–£91/MWh; £42–£60/MWh offers usually buy existing assets with weaker additionality.,,Energy Procurement & Renewables,"New-generation benchmark: approximately £72–£91/MWh
Existing-asset corporate PPA range: approximately £42–£60/MWh",New-generation benchmark: approximately £72–£91/MWh,Existing-asset corporate PPA range: approximately £42–£60/MWh,72,,91,Range taken from the published display string. Value_Base left blank (no midpoint invented).,GBP,money,MWh,New generation benchmark: approximately /MWh Existing asset corporate PPA range: approximately /MWh,,,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0179,2,Annual PPA cost = contracted MWh × strike price,New-generation PPAs benchmark at c.£72–£91/MWh; £42–£60/MWh offers usually buy existing assets with weaker additionality.,None,SG-INIT-0054,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,55
CCF-0055,CARD-0217,Enroll sites in demand-side response and flexibility schemes — Cost,cost,Energy & Buildings,Cost Factors,Cost,Cost,Flexibility revenue is £5.00/kW-year for 2026/27 and £27.10/kW-year for 2029/30—below older £30–£65 claims.,,Energy Procurement & Renewables,"T-1 2026/27: £5.00/kW-year
T-4 2029/30: £27.10/kW-year
Older aggregator claims: £30–£65/kW-year",T-1 2026/27: £5.00/kW-year,T-4 2029/30: £27.10/kW-year | Older aggregator claims: £30–£65/kW-year,30,,65,Range taken from the published display string. Value_Base left blank (no midpoint invented).,GBP,money,27,T /: /kW year T /: /kW year Older aggregator claims: /kW year,,,year,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0183,2,Annual capacity revenue = contracted flexible capacity (kW) × clearing price (£/kW-year),Flexibility revenue is £5.00/kW-year for 2026/27 and £27.10/kW-year for 2029/30—below older £30–£65 claims.,None,SG-INIT-0055,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,56
CCF-0056,CARD-0221,Run staff energy-engagement programmes — Cost,cost,Energy & Buildings,Cost Factors,Cost,Cost,Staff engagement typically costs 1%–2% of energy spend and can deliver up to 10% savings.,,Energy Management,"Programme investment: 1%–2% of energy spend
Upper-bound saving: 10% of energy cost
Prudent budgeting range: 1%–5% saving",Programme investment: 1%–2% of energy spend,Upper-bound saving: 10% of energy cost | Prudent budgeting range: 1%–5% saving,1,,2,Range taken from the published display string. Value_Base left blank (no midpoint invented).,,percent,,Programme investment: % of energy spend Upper bound saving: % of energy cost Prudent budgeting range: % saving,,,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0186,2,Programme budget = annual energy spend × 1%–2%; annual saving = annual energy spend × verified saving rate,Staff engagement typically costs 1%–2% of energy spend and can deliver up to 10% savings.,None,SG-INIT-0056,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,57
CCF-0057,CARD-0225,Optimise heating controls — Cost,cost,Energy & Buildings,Cost Factors,Cost,Cost,Control re-tuning can be capex-free: audits of 14 buildings identified >£400k/year from settings alone.,,Energy Management,"Buildings audited: 14
Annual saving identified: >£400,000
New equipment required: none",Buildings audited: 14,"Annual saving identified: >£400,000 | New equipment required: none",,14,,Single published figure stored as Value_Base.,GBP,money,,Buildings audited: Annual saving identified: > New equipment required: none,annual,,annual,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0189,2,Annual control saving = weather-adjusted baseline heating cost − post-retuning heating cost,Control re-tuning can be capex-free: audits of 14 buildings identified >£400k/year from settings alone.,None,SG-INIT-0057,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,58
CCF-0058,CARD-0229,Improve building EPC ratings to B or above — Cost,cost,Energy & Buildings,Cost Factors,Cost,Cost,"MEES risk is material: penalties reach 10% of rateable value capped at £50k, or 20% capped at £150k.",,Energy Management,"<3 months non-compliance: 10% of rateable value; maximum £50,000
≥3 months: 20%; maximum £150,000","<3 months non-compliance: 10% of rateable value; maximum £50,000","≥3 months: 20%; maximum £150,000",,3,,Single published figure stored as Value_Base.,GBP,percent,,< months non compliance: % of rateable value; maximum ≥ months: %; maximum,,,month,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0192,2,Penalty = lower of rateable value × applicable percentage and statutory cap,"MEES risk is material: penalties reach 10% of rateable value capped at £50k, or 20% capped at £150k.",None,SG-INIT-0058,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,59
CCF-0059,CARD-0233,Connect sites to low-carbon heat networks or solar thermal — Cost,cost,Energy & Buildings,Cost Factors,Cost,Cost,No hospitality cost benchmark exists; wastewater heat recovery offers a stronger comparator at 1.1 years versus electric heat.,,Energy Procurement & Renewables,"Hospitality heat-network/solar-thermal cost: not publicly disclosed
Recovered heat: 4,303 kWh/year",Hospitality heat-network/solar-thermal cost: not publicly disclosed,"Recovered heat: 4,303 kWh/year",,4303,,Single published figure stored as Value_Base.,,,solar,Hospitality heat network/solar thermal cost: not publicly disclosed Recovered heat: kWh/year,annual,,annual,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0196,1,Connection economics = annual network charges + heat tariff − avoided incumbent-fuel and maintenance cost,No hospitality cost benchmark exists; wastewater heat recovery offers a stronger comparator at 1.1 years versus electric heat.,None,SG-INIT-0059,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,60
CCF-0060,CARD-0237,Procure certified green gas or biomethane — Cost,cost,Energy & Buildings,Cost Factors,Cost,Cost,"Green-gas certificates cost c.£5–£20/MWh, equivalent to c.£27–£110 per reported tonne.",,Energy Procurement & Renewables,"Certificate price: £5–£20/MWh
Gas factor: 0.18231 tCO2e/MWh
Reported cost: approximately £27–£110/tCO2e",Certificate price: £5–£20/MWh,Gas factor: 0.18231 tCO2e/MWh | Reported cost: approximately £27–£110/tCO2e,5,,20,Range taken from the published display string. Value_Base left blank (no midpoint invented).,GBP,money,MWh,Certificate price: /MWh Gas factor: tCOe/MWh Reported cost: approximately /tCOe,,,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0199,2,Annual cost = residual gas MWh × £5–£20/MWh; cost/tCO2e = certificate price ÷ 0.18231 = £27–£110/tCO2e,"Green-gas certificates cost c.£5–£20/MWh, equivalent to c.£27–£110 per reported tonne.",None,SG-INIT-0060,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,61
CCF-0061,CARD-0241,Certify sites to ISO 50001 energy management — Cost,cost,Energy & Buildings,Cost Factors,Cost,Cost,"ISO 50001 averaged US$319k per facility, with 67% in staff time, versus US$503k average annual savings.",,Energy Management,"Average implementation cost: US$319,000/facility
Internal staff time: 67%
External assistance: US$58,000","Average implementation cost: US$319,000/facility","Internal staff time: 67% | External assistance: US$58,000",,319000,,Single published figure stored as Value_Base.,USD,percent,facility,Average implementation cost: US/facility Internal staff time: % External assistance: US,,,,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0204,2,"Internal cost ≈ US$319,000 × 67%; metering cost ≈ ×9%; audit fees ≈ ×6%","ISO 50001 averaged US$319k per facility, with 67% in staff time, versus US$503k average annual savings.",None,SG-INIT-0061,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,62
CCF-0062,CARD-0245,Install power factor correction — Cost,cost,Energy & Buildings,Cost Factors,Cost,Cost,"Power-factor correction removes reactive, demand and capacity charges of c.£1/kVA/month; UK capex needs a site quote.",,Energy Management,"Capacity/availability charge: approximately £1/kVA/month
Published US equipment range: US$15–US$75/kVAr",Capacity/availability charge: approximately £1/kVA/month,Published US equipment range: US$15–US$75/kVAr,,1,,Single published figure stored as Value_Base.,GBP,money,availability,Capacity/availability charge: approximately /kVA/month Published US equipment range: US US/kVAr,,,month,,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",None,,,,CEVID-0208,2,Annual bill saving = avoided kVArh charges + avoided kVA demand charges + avoided capacity charges,"Power-factor correction removes reactive, demand and capacity charges of c.£1/kVA/month; UK capex needs a site quote.",None,SG-INIT-0062,ALL_FOUR_SLOTS,DISPLAY_ONLY,display_only,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,工作表1,63
